ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
4065,100,บ้านเนียง - ยะหา,3+200,7395 ,589 ,32 ,22 ,2 ,255 ,208 ,144 ,111 ,114 ,8872 ,6.774,28,5062,ยะลา,ยะลา
41,202,เกาะมุกข์ - ควนรา,139+726,7394 ,4908 ,42 ,81 ,117 ,4961 ,972 ,1027 ,997 ,978 ,21477 ,19.425,0,777,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
3092,100,สมุทรสงคราม - ลาดใหญ่,1+800,7359 ,7861 ,1365 ,1543 ,1441 ,2521 ,1499 ,840 ,625 ,31 ,25085 ,23.835,558,8299,สมุทรสงคราม,สมุทรสงคราม
2023,101,น้ำฆ้อง - ศรีธาตุ,0+500,7350 ,770 ,110 ,27 ,38 ,12440 ,619 ,528 ,442 ,445 ,22769 ,9.219,21,6307,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
304,502,ดอนขวาง - โพธิ์กลาง,268+547,7324 ,5008 ,28 ,57 ,13 ,10391 ,706 ,748 ,754 ,747 ,25776 ,11.736,5,5167,นครราชสีมาที่ 3,นครราชสีมา
213,102,หนองขอน - ห้วยปลาหลด,19+000,7294 ,4383 ,171 ,178 ,150 ,1242 ,1362 ,506 ,475 ,249 ,16010 ,18.239,79,2148,มหาสารคาม,มหาสารคาม
3177,100,เพชรบุรี - หาดเจ้าสำราญ,0+500,7290 ,5381 ,54 ,2 ,1 ,4484 ,247 ,81 ,84 ,7 ,17631 ,2.394,23,8994,เพชรบุรี,เพชรบุรี
291,100,ทางเลี่ยงเมืองมหาสารคาม,13+853,7239 ,4060 ,166 ,86 ,71 ,7053 ,838 ,501 ,119 ,67 ,20200 ,8.327,6,5860,มหาสารคาม,มหาสารคาม
3076,301,วังขอน - สี่แยกนาน้อย,65+382,7228 ,1187 ,180 ,0 ,239 ,831 ,824 ,410 ,381 ,144 ,11424 ,17.489,17,1492,ฉะเชิงเทรา,ฉะเชิงเทรา
3574,100,มาบปู - เขาคันทรง,4+418,7218 ,3363 ,82 ,94 ,404 ,7201 ,4041 ,1616 ,1532 ,1024 ,26575 ,32.779,3,2072,ชลบุรีที่ 2,ชลบุรี
3493,100,คลองทราย - จันทบุรี,0+500,7204 ,1855 ,204 ,191 ,113 ,8925 ,1533 ,1083 ,40 ,46 ,21194 ,14.183,91,4109,จันทบุรี,จันทบุรี
3067,100,อรัญประเทศ - ไผ่ล้อม,2+755,7201 ,2062 ,87 ,80 ,73 ,3630 ,517 ,381 ,264 ,161 ,14456 ,10.21,379,6027,สระแก้ว (วัฒนานคร),สระแก้ว
4008,100,เทศบาลเมืองท่าข้าม - กิโลศูนย์,1+297,7196 ,7078 ,139 ,133 ,163 ,7515 ,313 ,310 ,140 ,85 ,23072 ,4.958,59,4970,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4,1203,ลำภูรา - ตรัง,1099+615,7195 ,7196 ,170 ,167 ,162 ,7937 ,221 ,200 ,150 ,161 ,23559 ,4.504,43,5554,ตรัง,ตรัง
304,502,ดอนขวาง - โพธิ์กลาง,283+515,7191 ,6125 ,14 ,142 ,8 ,8347 ,482 ,532 ,530 ,516 ,23887 ,9.252,8,4932,นครราชสีมาที่ 3,นครราชสีมา
308,100,ทางเข้าบางปะอิน,1+609,7135 ,6053 ,2268 ,1823 ,1412 ,4438 ,2299 ,1311 ,1303 ,1301 ,29343 ,32.202,120,4019,อยุธยา,พระนครศรีอยุธยา
401,503,ท่าแพ - นครศรีธรรมราช,290+660,7133 ,5590 ,402 ,21 ,16 ,5304 ,348 ,248 ,135 ,59 ,19256 ,4.295,19,5709,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
3195,202,วิเศษชัยชาญ - ป่างิ้ว,25+500,7114 ,941 ,98 ,123 ,544 ,11160 ,974 ,689 ,663 ,397 ,22703 ,14.932,102,5770,อ่างทอง,อ่างทอง
309,202,แยกที่ดิน - ไชโย,54+900,7109 ,1029 ,64 ,61 ,63 ,1669 ,156 ,22 ,10 ,13 ,10196 ,3.188,16,3374,อ่างทอง,อ่างทอง
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,2+400,7086 ,1598 ,162 ,9 ,14 ,9753 ,374 ,172 ,47 ,59 ,19274 ,3.502,7,5865,ชุมพร,ชุมพร
226,100,หัวทะเล - หนองกระทิง,1+850,7075 ,6385 ,305 ,166 ,204 ,612 ,336 ,297 ,195 ,123 ,15698 ,8.415,68,4016,นครราชสีมาที่ 3,นครราชสีมา
3004,100,แยกจิรประวัติ - พระนอน,0+924,7057 ,6687 ,1355 ,67 ,214 ,12413 ,1350 ,1383 ,1317 ,1214 ,33057 ,16.774,137,8698,นครสวรรค์ที่ 1,นครสวรรค์
226,301,ลำน้ำชี - บ้านพม่า,175+562,7056 ,1893 ,165 ,180 ,29 ,2515 ,600 ,309 ,348 ,196 ,13291 ,12.505,21,3157,สุรินทร์,สุรินทร์
3126,100,พลูตาหลวง - แสมสาร,0+600,7041 ,5913 ,523 ,450 ,394 ,3171 ,920 ,381 ,24 ,18 ,18835 ,11.611,17,3379,ชลบุรีที่ 2,ชลบุรี
2415,101,หนองบ่อ - หนองยอ,1+000,7037 ,1316 ,40 ,18 ,15 ,550 ,252 ,34 ,18 ,17 ,9297 ,3.808,23,2158,อุบลราชธานีที่ 1,อุบลราชธานี
1,803,วังไผ่ -โนนปอแดง,356+936,7016 ,2359 ,23 ,18 ,31 ,1600 ,1149 ,1088 ,1171 ,1307 ,15762 ,30.225,4,1021,นครสวรรค์ที่ 1,นครสวรรค์
11,701,ปางมะโอ - ป่าขาม,453+219,6990 ,451 ,95 ,149 ,78 ,7678 ,303 ,140 ,260 ,292 ,16436 ,7.435,2,2215,ลำปางที่ 1,ลำปาง
122,102,ทางเลี่ยงเมืองนครสวรรค์ด้านตะวันตก,9+100,6965 ,3450 ,0 ,0 ,96 ,1806 ,1865 ,2106 ,2402 ,2743 ,21433 ,42.98,0,1113,นครสวรรค์ที่ 1,นครสวรรค์
210,202,หนองบัวลำภู - นาคำไฮ,48+810,6953 ,2297 ,80 ,25 ,47 ,624 ,399 ,242 ,577 ,290 ,11534 ,13.699,5,2382,หนองบัวลำภู,หนองบัวลำภู
340,301,สาลี - สุพรรณบุรี,49+941,6928 ,897 ,50 ,75 ,38 ,8149 ,752 ,570 ,786 ,625 ,18870 ,15.082,13,656,สุพรรณบุรีที่ 1,สุพรรณบุรี
202,602,โนนชัยศรี - บ้านบ่อ,258+382,6911 ,215 ,108 ,47 ,37 ,604 ,418 ,490 ,611 ,752 ,10193 ,23.104,13,1336,ยโสธร,ยโสธร
36,202,มาบข่า - ทับมา,37+087,6908 ,5422 ,362 ,356 ,240 ,6450 ,634 ,1299 ,2624 ,1130 ,25425 ,24.712,10,3833,ระยอง,ระยอง
417,100,ท่าอากาศยานสุราษฎร์ธานี - ค้อล่าง,11+196,6882 ,2976 ,162 ,92 ,52 ,7506 ,918 ,1059 ,857 ,625 ,21129 ,17.052,42,3490,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
309,102,บ้านสร้าง - ทางแยกต่างระดับอยุธยา,10+337,6881 ,6525 ,1849 ,1663 ,1728 ,1719 ,1696 ,1586 ,1111 ,854 ,25612 ,33.726,0,6142,อยุธยา,พระนครศรีอยุธยา
106,303,ม่วงโตน - ท่าจักร,232+322,6880 ,382 ,114 ,15 ,25 ,1152 ,488 ,131 ,177 ,43 ,9407 ,9.344,28,2073,ลำพูน,ลำพูน
23,201,ไพศาล - บรบือ,43+670,6870 ,2583 ,106 ,69 ,28 ,1334 ,768 ,369 ,402 ,261 ,12790 ,14.832,3,1096,มหาสารคาม,มหาสารคาม
324,100,กาญจนบุรี - หนองขาว,5+000,6870 ,5953 ,27 ,12 ,96 ,8991 ,100 ,162 ,65 ,9 ,22285 ,1.992,0,4636,กาญจนบุรี,กาญจนบุรี
3004,100,แยกจิรประวัติ - พระนอน,6+498,6869 ,6589 ,1226 ,45 ,170 ,12036 ,1248 ,1299 ,1216 ,1182 ,31880 ,16.186,68,8456,นครสวรรค์ที่ 1,นครสวรรค์
3309,201,บางกระสั้น - ศูนย์ศิลปาชีพบางไทร,15+000,6858 ,7161 ,6574 ,5918 ,6147 ,6555 ,6408 ,5914 ,5958 ,6390 ,63883 ,57.504,666,3336,ปทุมธานี,พระนครศรีอยุธยา
21,200,สะพานพุแค - แยกมะนาวหวาน,23+065,6854 ,6788 ,1619 ,1634 ,1028 ,2230 ,2042 ,1866 ,1881 ,1744 ,27686 ,36.824,42,2188,ลพบุรีที่ 1,ลพบุรี
4029,100,กะทู้ - ป่าตอง,0+000,6852 ,4530 ,97 ,67 ,58 ,4171 ,171 ,40 ,13 ,6 ,16005 ,2.218,36,9357,ภูเก็ต,ภูเก็ต
2445,101,บุรีรัมย์ - แสลงโทน,4+550,6820 ,550 ,116 ,65 ,62 ,8574 ,354 ,300 ,232 ,137 ,17210 ,6.682,50,7054,บุรีรัมย์,บุรีรัมย์
344,103,หนองปรือ - คลองเขต,48+725,6783 ,6102 ,14 ,27 ,20 ,2873 ,1553 ,1330 ,1263 ,1084 ,21049 ,25.07,20,1029,ชลบุรีที่ 1,ชลบุรี
362,101,ถนนวงแหวนรอบเมืองสระบุรี,23+000,6757 ,4043 ,15 ,9 ,31 ,3857 ,854 ,741 ,596 ,1020 ,17923 ,18.139,17,1472,สระบุรี,สระบุรี
404,201,บ้านนา - ละงู,35+000,6750 ,5033 ,1499 ,893 ,737 ,6071 ,1862 ,1421 ,1090 ,806 ,26162 ,26.026,404,4862,สตูล,ตรัง
21,301,แยกมะนาวหวาน - ม่วงค่อม,42+550,6741 ,3526 ,1267 ,1874 ,2844 ,6047 ,1147 ,2239 ,3025 ,858 ,29568 ,40.54,0,3584,ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
21,200,สะพานพุแค - แยกมะนาวหวาน,4+800,6688 ,6491 ,1894 ,1967 ,1210 ,2221 ,1895 ,1528 ,1650 ,1657 ,27201 ,36.421,43,2295,ลพบุรีที่ 1,สระบุรี
332,100,เขาหาดยาว - ทุ่งโปร่ง,0+550,6653 ,5494 ,58 ,17 ,41 ,1619 ,342 ,326 ,37 ,6 ,14593 ,5.27,2,2228,ชลบุรีที่ 2,ชลบุรี
401,402,บางกุ้ง - เขาหัวช้าง,196+779,6652 ,965 ,111 ,63 ,65 ,9507 ,814 ,606 ,470 ,301 ,19554 ,11.859,6,2448,สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
12,401,บ้านกร่าง - พิษณุโลก,218+546,6630 ,7304 ,286 ,201 ,230 ,3323 ,828 ,488 ,415 ,427 ,20132 ,12.86,346,3706,พิษณุโลกที่ 1,พิษณุโลก
1,503,แยก ร.พ.อานันทมหิดล - โคกสำโรง,167+355,6610 ,3158 ,233 ,17 ,86 ,4573 ,231 ,104 ,225 ,84 ,15321 ,4.876,25,2596,ลพบุรีที่ 1,ลพบุรี
41,202,เกาะมุกข์ - ควนรา,123+000,6588 ,5507 ,78 ,168 ,154 ,3157 ,2223 ,2871 ,2459 ,2164 ,25369 ,39.572,0,1426,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
4,1302,พัทลุง - นาโหนด,1173+259,6560 ,6344 ,340 ,332 ,319 ,4803 ,4513 ,4700 ,4756 ,5035 ,37702 ,52.133,0,4364,พัทลุง,พัทลุง
24,203,สี่แยกโชคชัย - หนองมัน,70+097,6542 ,3994 ,367 ,206 ,204 ,3501 ,686 ,810 ,841 ,738 ,17889 ,19.481,73,1388,นครราชสีมาที่ 3,นครราชสีมา
317,103,พังงอน - เขาแหลม,63+000,6542 ,257 ,44 ,41 ,37 ,8645 ,323 ,230 ,177 ,179 ,16475 ,5.991,18,3135,จันทบุรี,จันทบุรี
420,100,วงแหวนรอบเมืองสุราษฎร์ธานี,5+482,6540 ,4054 ,124 ,64 ,81 ,10505 ,902 ,982 ,797 ,683 ,24732 ,14.188,32,3029,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
3235,100,นครชัยศรี - เลียบแม่น้ำนครชัยศรี,0+500,6532 ,6157 ,550 ,424 ,716 ,2744 ,1340 ,479 ,187 ,157 ,19286 ,17.126,278,4965,สมุทรสาคร,นครปฐม
12,1100,ขุมขี้ยาง - มุกดาหาร,770+353,6509 ,2359 ,275 ,19 ,233 ,6937 ,61 ,20 ,11 ,15 ,16439 ,2.184,79,4520,มุกดาหาร,มุกดาหาร
2,302,ดอนหวาย - บ้านวัด,204+357,6499 ,4898 ,39 ,33 ,129 ,8635 ,1590 ,1175 ,2115 ,1346 ,26459 ,24.143,4,558,นครราชสีมาที่ 1,นครราชสีมา
101,601,สี่แยกช้างเผือก - ปัว,412+134,6498 ,1575 ,106 ,76 ,83 ,1480 ,569 ,370 ,143 ,185 ,11085 ,12.864,72,3187,น่านที่ 2,น่าน
319,200,โคกไทย - พนมสารคาม,47+054,6482 ,4539 ,28 ,16 ,71 ,6940 ,1691 ,1846 ,1271 ,1139 ,24023 ,25.118,11,2895,ฉะเชิงเทรา,ฉะเชิงเทรา
131,100,ทางเลี่ยงเมืองเชียงราย,3+000,6461 ,6828 ,5 ,3 ,5 ,8396 ,122 ,82 ,94 ,88 ,22084 ,1.784,165,5179,เชียงรายที่ 1,เชียงราย
3079,101,ปราจีนบุรี - ศรีมหาโพธิ,5+250,6451 ,933 ,226 ,25 ,37 ,835 ,912 ,1055 ,1035 ,334 ,11843 ,28.692,57,1959,ปราจีนบุรี,ปราจีนบุรี
12,702,ร่องแซง - หนองแก,469+996,6446 ,4536 ,283 ,318 ,375 ,15200 ,1183 ,1234 ,1346 ,1240 ,32161 ,17.711,65,5473,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
347,200,บางกระสั้น - บางปะหัน,22+305,6422 ,1388 ,659 ,614 ,202 ,6458 ,1116 ,2086 ,1324 ,1142 ,21411 ,30.283,9,840,อยุธยา,พระนครศรีอยุธยา
24,202,สี่แยกปักธงชัย - สี่แยกโชคชัย,50+000,6397 ,5749 ,542 ,540 ,518 ,6059 ,2077 ,2026 ,1880 ,1861 ,27649 ,32.196,230,3713,นครราชสีมาที่ 3,นครราชสีมา
3113,100,สำโรง - สะพานภูมิพล,0+500,6392 ,6435 ,1247 ,220 ,1069 ,3568 ,1806 ,1386 ,1344 ,1645 ,25112 ,29.747,115,5457,สมุทรปราการ,สมุทรปราการ
1116,101,นครชุม - มอเจริญ,1+500,6390 ,515 ,17 ,19 ,3 ,1703 ,151 ,80 ,74 ,29 ,8981 ,3.964,26,3447,กำแพงเพชร,กำแพงเพชร
1,501,แยกโรงเรียนสุธีวิทยา - ดงจำปา,142+200,6382 ,7716 ,2133 ,627 ,552 ,2193 ,1592 ,1409 ,2108 ,1444 ,26156 ,29.561,139,1888,ลพบุรีที่ 1,สระบุรี
3267,100,อ่างทอง - เจ้าปลุก,4+367,6379 ,1009 ,33 ,31 ,52 ,2140 ,743 ,595 ,959 ,809 ,12750 ,25.012,20,1189,อ่างทอง,พระนครศรีอยุธยา
406,101,ปากจ่า - ค่ายรวมมิตร,25+195,6363 ,5443 ,168 ,44 ,33 ,907 ,454 ,234 ,268 ,156 ,14070 ,8.451,19,3827,สตูล,สงขลา
1,1402,ร่องขุ่น - แยกแม่กรณ์,924+617,6362 ,6666 ,198 ,195 ,189 ,8392 ,826 ,824 ,815 ,844 ,25311 ,14.59,800,6658,เชียงรายที่ 1,เชียงราย
23,203,หนองจิก - ห้วยแอ่ง,67+271,6361 ,4444 ,59 ,70 ,71 ,7278 ,156 ,109 ,76 ,76 ,18700 ,2.984,44,5150,มหาสารคาม,มหาสารคาม
126,101,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศเหนือ,0+000,6338 ,5436 ,204 ,231 ,141 ,3516 ,3144 ,2200 ,1635 ,1277 ,24122 ,35.768,2,3871,พิษณุโลกที่ 1,พิษณุโลก
225,402,หนองบัวระเหว - ชัยภูมิ,243+040,6298 ,2338 ,2 ,7 ,11 ,8086 ,555 ,259 ,99 ,100 ,17755 ,5.807,17,2488,ชัยภูมิ,ชัยภูมิ
118,201,ดอยนางแก้ว - แม่สรวย,87+800,6246 ,5374 ,1053 ,972 ,1010 ,6364 ,1901 ,996 ,928 ,859 ,25703 ,25.935,549,5289,เชียงรายที่ 1,เชียงราย
21,302,ม่วงค่อม - คลองกระจัง,72+000,6232 ,4907 ,946 ,714 ,2248 ,5290 ,2079 ,1862 ,1635 ,1533 ,27446 ,36.694,0,3219,ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
4,802,กระบุรี - หงาว,608+465,6231 ,1252 ,94 ,48 ,16 ,1923 ,297 ,294 ,53 ,50 ,10258 ,7.389,34,2802,ระนอง,ระนอง
1058,100,แยกต้นหว้า - พิษณุโลก,0+250,6211 ,5421 ,352 ,346 ,181 ,4588 ,936 ,348 ,170 ,77 ,18630 ,11.047,84,3887,พิษณุโลกที่ 1,พิษณุโลก
3233,100,นครชัยศรี - ดอนตูม,1+200,6211 ,6162 ,447 ,555 ,459 ,15165 ,3062 ,3009 ,971 ,768 ,36809 ,23.972,226,3556,นครปฐม,นครปฐม
2,700,น้ำสวย - สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),505+850,6193 ,3103 ,1371 ,610 ,576 ,2030 ,1228 ,1181 ,835 ,1281 ,18408 ,31.025,862,4029,หนองคาย,หนองคาย
23,403,บ้านย่อ - บ้านสวน,193+012,6193 ,5860 ,38 ,34 ,37 ,1801 ,1630 ,28 ,25 ,27 ,15673 ,11.363,40,1851,ยโสธร,ยโสธร
41,103,ท่าทอง - สวนสมบูรณ์,65+450,6192 ,2062 ,54 ,53 ,98 ,6074 ,1603 ,1383 ,1324 ,1581 ,20424 ,29.583,12,2177,ชุมพร,ชุมพร
2447,100,บุรีรัมย์ - บ้านพลวง,0+500,6167 ,434 ,46 ,27 ,32 ,3764 ,484 ,252 ,318 ,172 ,11696 ,10.987,33,3750,บุรีรัมย์,บุรีรัมย์
11,502,ชัยมงคล- บึงหลัก,316+698,6155 ,2114 ,45 ,18 ,33 ,4185 ,702 ,450 ,347 ,442 ,14491 ,13.746,28,1342,อุตรดิตถ์ที่ 1,อุตรดิตถ์
3121,100,บางคล้า - แปลงยาว,2+360,6150 ,1570 ,282 ,0 ,350 ,1625 ,1247 ,450 ,190 ,145 ,12009 ,19.835,18,1493,ฉะเชิงเทรา,ฉะเชิงเทรา
1,801,หางน้ำหนองแขม - บ้านหว้า,316+676,6141 ,6015 ,0 ,0 ,349 ,9732 ,1741 ,1750 ,1763 ,1762 ,29253 ,25.177,31,924,นครสวรรค์ที่ 1,นครสวรรค์
24,303,นางรอง - โคกตะแบก,126+700,6138 ,4570 ,111 ,40 ,87 ,8371 ,1049 ,1032 ,967 ,1284 ,23649 ,18.855,31,2422,บุรีรัมย์,บุรีรัมย์
115,100,กำแพงเพชร - แก้วสุวรรณ,4+000,6091 ,1570 ,5 ,18 ,6 ,9906 ,330 ,280 ,187 ,141 ,18534 ,5.19,47,5243,กำแพงเพชร,กำแพงเพชร
4015,100,บ้านตาล - เขาธง,0+500,6087 ,5618 ,906 ,270 ,88 ,2803 ,1362 ,728 ,399 ,186 ,18447 ,16.442,69,3331,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
304,401,เขาหินซ้อน - ลาดตะเคียน,129+716,6063 ,7192 ,606 ,220 ,203 ,5739 ,4636 ,6441 ,6289 ,2482 ,39871 ,50.841,19,4748,ปราจีนบุรี,ปราจีนบุรี
3290,100,โคกอุดม - คลองทราย,0+500,6046 ,103 ,34 ,15 ,41 ,80 ,153 ,107 ,11 ,25 ,6615 ,5.321,52,3223,ปราจีนบุรี,ปราจีนบุรี
333,200,สระกระโจม - บ้านไร่,64+000,6045 ,1398 ,24 ,17 ,6 ,5684 ,232 ,137 ,221 ,24 ,13788 ,4.62,22,5875,สุพรรณบุรีที่ 1,สุพรรณบุรี
1,901,โนนปอแดง - ปากดง,423+900,6000 ,2537 ,32 ,6 ,66 ,7700 ,1156 ,833 ,1111 ,1540 ,20981 ,22.458,22,817,กำแพงเพชร,กำแพงเพชร
3422,100,ลาดบัวหลวง - สองพี่น้อง,15+355,5986 ,198 ,3 ,17 ,21 ,2944 ,259 ,298 ,592 ,425 ,10743 ,15.005,7,1039,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
11,702,แยกภาคเหนือ - ขุนตาน,469+099,5957 ,617 ,121 ,20 ,56 ,7150 ,1319 ,1119 ,1261 ,934 ,18554 ,25.38,35,2086,ลำปางที่ 1,ลำปาง
3297,100,หนองปลาไหล - ดอนตูม,3+000,5949 ,5681 ,2020 ,2020 ,1890 ,6549 ,4400 ,4043 ,3627 ,2649 ,38828 ,47.978,1179,5189,นครปฐม,นครปฐม
323,201,ลูกแก - หนองเสือ,28+050,5947 ,3997 ,61 ,43 ,35 ,5706 ,878 ,1088 ,1035 ,933 ,19723 ,20.342,10,1753,กาญจนบุรี,กาญจนบุรี
304,403,สี่แยกกบินทร์บุรี - วังน้ำเขียว,205+460,5940 ,518 ,134 ,130 ,92 ,879 ,591 ,324 ,462 ,1379 ,10449 ,28.5,130,665,ปราจีนบุรี,ปราจีนบุรี
4,603,หนองหมู - ห้วยยาง,299+888,5933 ,4340 ,305 ,0 ,288 ,3553 ,2812 ,3453 ,3502 ,2539 ,26725 ,47.124,0,1001,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
4021,100,เมืองภูเก็ต - ห้าแยกฉลอง,0+651,5918 ,4447 ,96 ,85 ,50 ,4952 ,127 ,16 ,20 ,2 ,15713 ,1.909,45,8546,ภูเก็ต,ภูเก็ต
1014,102,ป่าบง - สันป่าคา,14+600,5904 ,1137 ,587 ,509 ,20 ,6799 ,811 ,16 ,12 ,12 ,15807 ,8.73,143,4820,เชียงใหม่ที่ 2,เชียงใหม่
4103,101,ปากพูน - เบญจม,9+000,5899 ,5163 ,206 ,88 ,60 ,3898 ,525 ,310 ,132 ,112 ,16393 ,7.485,48,3346,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
12,901,ห้วยสีดา - ลำน้ำพาน,620+666,5860 ,10072 ,215 ,47 ,43 ,2496 ,1156 ,430 ,284 ,219 ,20822 ,10.465,27,1767,กาฬสินธุ์,กาฬสินธุ์
404,201,บ้านนา - ละงู,44+936,5828 ,5263 ,1905 ,1545 ,623 ,6941 ,4662 ,1986 ,1371 ,856 ,30980 ,35.646,437,5357,สตูล,ตรัง
221,101,ศรีสะเกษ - ภูเงิน,4+780,5819 ,1386 ,28 ,46 ,64 ,8350 ,369 ,188 ,172 ,95 ,16517 ,5.655,14,4708,ศรีสะเกษที่ 2,ศรีสะเกษ
41,400,ท่าชี - ถ้ำพรรณรา,227+976,5811 ,5608 ,0 ,0 ,71 ,4622 ,2706 ,2322 ,2193 ,1948 ,25281 ,36.549,15,6868,สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
36,203,ทับมา - ปลวกเกตุ,56+369,5797 ,4425 ,38 ,401 ,36 ,7628 ,1027 ,1241 ,879 ,1040 ,22512 ,20.54,34,2730,ระยอง,ระยอง
3901,500,คลองระพีพัฒน์ - บึงคำพร้อย,25+000,5788 ,5604 ,1100 ,1162 ,1101 ,2729 ,1693 ,1131 ,333 ,163 ,20804 ,26.836,84,2216,ปทุมธานี,ปทุมธานี
3648,100,ทางเลี่ยงเมืองแกลง,8+450,5783 ,1597 ,0 ,0 ,5 ,8701 ,1384 ,832 ,556 ,186 ,19044 ,15.559,10,1403,ระยอง,ระยอง
1367,100,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,5+000,5776 ,349 ,235 ,103 ,65 ,9675 ,692 ,186 ,96 ,59 ,17236 ,6.968,92,6302,เชียงใหม่ที่ 2,เชียงใหม่
23,201,ไพศาล - บรบือ,22+435,5773 ,756 ,113 ,11 ,45 ,1707 ,1251 ,1052 ,1044 ,201 ,11953 ,30.151,7,925,มหาสารคาม,มหาสารคาม
42,202,ดอนยาง - บ้านดี,108+986,5768 ,1837 ,21 ,37 ,6 ,3533 ,633 ,618 ,232 ,74 ,12759 ,12.54,2,6901,ปัตตานี,ปัตตานี
4,702,พ่อตาหินช้าง - วังครก,451+513,5764 ,2609 ,157 ,1 ,235 ,2694 ,1725 ,1664 ,1659 ,1714 ,18222 ,38.404,168,1513,ชุมพร,ชุมพร
3144,100,ตลาดหนองมน - ทางเข้าสวนสัตว์เปิดเขาเขียว,3+000,5761 ,4716 ,55 ,94 ,30 ,6944 ,169 ,1440 ,79 ,44 ,19332 ,9.601,19,2941,ชลบุรีที่ 2,ชลบุรี
23,302,ร้อยเอ็ด - เสลภูมิ,114+412,5757 ,6211 ,91 ,63 ,41 ,369 ,54 ,41 ,23 ,3 ,12653 ,1.778,28,2680,ร้อยเอ็ด,ร้อยเอ็ด
408,203,เกาะยอ - ทุ่งหวัง,165+773,5745 ,2655 ,377 ,206 ,105 ,5954 ,351 ,577 ,618 ,360 ,16948 ,13.081,49,2370,สงขลาที่ 1,สงขลา
3901,500,คลองระพีพัฒน์ - บึงคำพร้อย,14+300,5741 ,5432 ,26 ,15 ,18 ,51 ,46 ,41 ,25 ,0 ,11395 ,1.272,26,751,ปทุมธานี,ปทุมธานี
113,203,ฆะมัง - พิจิตร,106+209,5724 ,1227 ,76 ,52 ,35 ,4762 ,314 ,228 ,85 ,97 ,12600 ,6.437,43,3603,พิจิตร,พิจิตร
3111,100,ปทุมธานี - ท้ายเกาะ,6+369,5723 ,5855 ,2996 ,2552 ,2582 ,2817 ,2809 ,2969 ,2902 ,2712 ,33917 ,48.725,401,4504,ปทุมธานี,ปทุมธานี
4,701,น้ำรอด - พ่อตาหินช้าง,428+490,5722 ,802 ,5 ,9 ,58 ,9270 ,1661 ,1663 ,892 ,2387 ,22469 ,29.685,2,1219,ชุมพร,ชุมพร
1,1301,แม่กา - แยกประตูชัย,822+117,5721 ,2625 ,71 ,29 ,49 ,5394 ,528 ,585 ,654 ,664 ,16320 ,15.374,23,2188,พะเยา,พะเยา
3573,100,อนุสาวรีย์ ร.6 - สถานีรถไฟแสมสาร,1+200,5713 ,4759 ,65 ,56 ,65 ,881 ,266 ,58 ,11 ,7 ,11881 ,3.897,23,2609,ชลบุรีที่ 2,ชลบุรี
3309,202,ศูนย์ศิลปาชีพบางไทร - บางพูน,38+500,5712 ,5980 ,4125 ,3289 ,1931 ,4133 ,3872 ,3362 ,2666 ,1566 ,36636 ,45.545,0,4150,ปทุมธานี,ปทุมธานี
325,101,บางแพ - บางพรม,3+500,5691 ,4869 ,1060 ,1319 ,859 ,6150 ,2504 ,2323 ,2027 ,467 ,27269 ,34.834,290,5062,สมุทรสงคราม,ราชบุรี
1147,100,สันป่าฝ้าย - ห้วยไซ,1+000,5688 ,1472 ,68 ,46 ,72 ,7716 ,375 ,159 ,66 ,25 ,15687 ,4.736,0,7223,ลำพูน,ลำพูน
