ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง(ไม่เกิน7คน),รถยนต์นั่ง(เกิน7คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก(4ล้อ),รถบรรทุกขนาด2เพลา(6ล้อ),รถบรรทุกขนาด3เพลา(10ล้อ),รถบรรทุกพ่วง(มากกว่า3เพลา),รถบรรทุกกึ่งพ่วง(มากกว่า3เพลา),รวม,%ของยานยนต์หนัก,จักรยาน2ล้อและจักรยาน3ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1,102,แยกคปอ.-สนามกีฬาธูปะเตมีย์,25+556,17517,5565,10,289,1015,11937,443,92,68,131,37067,5.498,49,8369,ขท.กรุงเทพ,กรุงเทพมหานคร
1,201,สนามกีฬาธูปะเตมีย์-ต่างระดับคลองหลวง,35+550,133699,31075,1756,3714,10510,53648,8003,3521,1033,1067,248026,11.228,182,11880,ขท.ปทุมธานี,ปทุมธานี
1,202,ต่างระดับคลองหลวง-ประตูน้ำพระอินทร์,48+100,78873,34477,2947,5447,9383,49048,16365,2690,1896,1162,202288,18.263,48,13130,ขท.ปทุมธานี,พระนครศรีอยุธยา
1,300,ประตูน้ำพระอินทร์-หนองแค,60+800,31626,26413,7678,2745,3462,8062,7180,8277,7120,7204,109767,32.786,0,1560,ขท.อยุธยา,พระนครศรีอยุธยา
1,300,ประตูน้ำพระอินทร์-หนองแค,67+300,29788,17960,7422,1862,2836,14347,13008,9055,8927,8221,113426,38.712,0,1487,ขท.อยุธยา,พระนครศรีอยุธยา
1,401,หนองแค-หินกอง,92+000,24995,22951,420,1031,3479,34660,4703,5487,7390,6703,111819,25.75,19,2056,ขท.สระบุรี,สระบุรี
1,403,ปากข้าวสาร-แยกสวนพฤกษศาสตร์พุแค,121+000,13709,14236,1995,1575,1672,6158,2444,2818,5906,5908,56421,36.02,25,2362,ขท.สระบุรี,สระบุรี
1,404,แยกสวนพฤกษศาสตร์พุแค-แยกโรงเรียนสุธีวิทยา,136+208,8871,7392,2392,3289,2115,6124,4308,3403,4127,3734,45755,45.844,95,4979,ขท.สระบุรี,สระบุรี
1,501,แยกโรงเรียนสุธีวิทยา-ดงจำปา,142+200,7283,7946,1700,491,430,1719,1165,966,1568,1075,24343,23.395,141,1736,ขท.ลพบุรีที่1,สระบุรี
1,503,แยกร.พ.อานันทมหิดล-โคกสำโรง,167+355,4943,2715,44,139,100,3789,377,182,349,106,12744,9.832,25,1976,ขท.ลพบุรีที่1,ลพบุรี
1,504,โคกสำโรง-หนองม่วง,192+000,5100,1772,74,38,252,2190,252,261,411,237,10587,13.705,7,1733,ขท.ลพบุรีที่1,ลพบุรี
1,601,ลำพยนต์-เกษตรชัย,222+176,704,154,8,0,16,1954,157,139,440,165,3737,24.538,9,616,ขท.นครสวรรค์ที่2(ตากฟ้า),นครสวรรค์
1,602,เกษตรชัย-ตาคลี,235+000,1049,126,0,2,2,2261,103,64,151,73,3831,10.311,1,660,ขท.นครสวรรค์ที่2(ตากฟ้า),นครสวรรค์
1,603,ตาคลี-ดอนรังนก,254+000,1788,392,6,8,9,1502,190,155,294,96,4440,16.937,10,1492,ขท.นครสวรรค์ที่2(ตากฟ้า),นครสวรรค์
1,700,ดอนรังนก-หางน้ำหนองแขม,267+758,2522,2280,2,0,3,1133,712,635,800,132,8219,27.765,3,503,ขท.ชัยนาท,ชัยนาท
1,700,ดอนรังนก-หางน้ำหนองแขม,289+504,4966,1813,1,0,7,2284,733,387,405,191,10787,15.973,7,1460,ขท.ชัยนาท,ชัยนาท
1,700,ดอนรังนก-หางน้ำหนองแขม,291+711,3376,1274,11,4,7,2494,639,356,352,199,8712,17.872,8,719,ขท.ชัยนาท,ชัยนาท
1,801,หางน้ำหนองแขม-บ้านหว้า,306+776,8640,9793,0,61,396,14556,1581,1951,1948,1916,40842,19.228,0,943,ขท.นครสวรรค์ที่1,นครสวรรค์
1,801,หางน้ำหนองแขม-บ้านหว้า,316+676,6419,6135,0,0,356,10191,1861,1829,1859,1845,30495,25.414,29,923,ขท.นครสวรรค์ที่1,นครสวรรค์
1,802,บ้านหว้า-วังไผ่,331+276,7541,7355,20,978,1106,11975,1157,1331,1086,1021,33570,19.896,27,7114,ขท.นครสวรรค์ที่1,นครสวรรค์
1,802,บ้านหว้า-วังไผ่,341+076,10102,8033,676,688,830,11641,830,836,758,888,35282,13.69,100,8610,ขท.นครสวรรค์ที่1,นครสวรรค์
1,803,วังไผ่-โนนปอแดง,356+936,3734,2801,10,15,25,3327,1343,1309,1245,1213,15022,34.283,23,990,ขท.นครสวรรค์ที่1,นครสวรรค์
1,803,วังไผ่-โนนปอแดง,377+276,3334,2505,0,0,0,2732,1277,1444,1772,1924,14988,42.814,0,392,ขท.นครสวรรค์ที่1,นครสวรรค์
1,901,โนนปอแดง-ปากดง,390+276,4536,3981,21,8,3,4840,679,522,855,1121,16566,19.244,13,758,ขท.กำแพงเพชร,กำแพงเพชร
1,901,โนนปอแดง-ปากดง,417+776,3457,1827,22,3,9,6471,888,655,912,1170,15414,23.595,4,1016,ขท.กำแพงเพชร,กำแพงเพชร
1,901,โนนปอแดง-ปากดง,423+900,4490,1881,31,4,25,5653,834,705,1013,1256,15892,24.144,5,517,ขท.กำแพงเพชร,กำแพงเพชร
1,902,ปากดง-นครชุม,457+876,9335,2226,55,24,10,3670,1093,1240,1210,1472,20335,24.829,57,3427,ขท.กำแพงเพชร,กำแพงเพชร
1,903,นครชุม-วังเจ้า,485+476,2521,807,28,8,7,5921,1074,756,669,1605,13396,30.748,6,719,ขท.กำแพงเพชร,กำแพงเพชร
1,1001,วังเจ้า-ตาก,511+796,3148,1335,5,2,5,6471,1188,1118,959,1845,16076,31.83,13,664,ขท.ตากที่1,ตาก
1,1003,วังม่วง-แม่เชียงรายบน,543+117,2802,2933,402,0,0,878,393,1054,1626,76,10164,30.982,27,407,ขท.ตากที่1,ตาก
1,1101,แม่เชียงรายบน-ดอนไชย,589+255,3544,1150,48,0,14,1013,870,783,847,1176,9445,39.068,3,150,ขท.ลำปางที่1,ลำปาง
1,1102,ดอนไชย-สบปราบ,617+097,5167,1395,184,5,11,2270,875,523,827,681,11938,24.476,49,1758,ขท.ลำปางที่1,ลำปาง
1,1103,สบปราบ-เกาะคา,650+917,1914,800,72,1,13,3102,653,459,534,684,8232,28.474,6,415,ขท.ลำปางที่1,ลำปาง
1,1103,สบปราบ-เกาะคา,688+017,2642,393,9,1,6,4216,885,692,653,861,10358,29.909,37,1363,ขท.ลำปางที่1,ลำปาง
1,1104,เกาะคา-สามัคคี,697+942,16238,16224,263,91,135,8228,470,463,473,470,43055,4.882,3,8798,ขท.ลำปางที่1,ลำปาง
1,1104,เกาะคา-สามัคคี,701+817,9220,8226,998,946,1060,5736,1658,1400,1130,1060,31434,23.077,343,5904,ขท.ลำปางที่1,ลำปาง
1,1104,เกาะคา-สามัคคี,708+317,7210,6872,1185,918,901,3137,1140,1073,974,963,24373,24.49,415,4940,ขท.ลำปางที่1,ลำปาง
1,1201,สามัคคี-บ้านหวด,720+367,4105,4264,1092,917,770,3021,1073,955,916,903,18016,30.717,484,3677,ขท.ลำปางที่2,ลำปาง
1,1201,สามัคคี-บ้านหวด,769+397,3152,2299,1092,684,840,2874,1051,1011,1021,1012,15036,37.37,343,1367,ขท.ลำปางที่2,ลำปาง
1,1202,บ้านหวด-แม่กา,784+017,3808,1912,550,508,763,2156,1364,1173,1195,1136,14565,42.149,300,2890,ขท.ลำปางที่2,ลำปาง
1,1202,บ้านหวด-แม่กา,787+129,3131,2780,1116,690,772,2076,1287,1262,1157,926,15197,40.1,414,2816,ขท.ลำปางที่2,ลำปาง
1,1202,บ้านหวด-แม่กา,790+517,2340,1571,797,665,702,3061,1018,1037,1001,972,13164,40.983,451,2505,ขท.ลำปางที่2,ลำปาง
1,1301,แม่กา-แยกประตูชัย,822+117,4768,1142,39,20,13,5708,557,330,351,708,13636,14.513,28,4065,ขท.พะเยา,พะเยา
1,1301,แม่กา-แยกประตูชัย,836+967,6667,1078,14,5,7,6347,253,188,222,105,14886,5.24,39,9150,ขท.พะเยา,พะเยา
1,1302,แยกประตูชัย-พาน,867+967,2417,384,7,7,52,3816,420,314,367,253,8037,17.581,17,1726,ขท.พะเยา,พะเยา
1,1401,พาน-ร่องขุ่น,909+967,5191,3609,72,68,68,949,398,282,93,30,10760,8.727,284,7936,ขท.เชียงรายที่1,เชียงราย
1,1402,ร่องขุ่น-แยกแม่กรณ์,924+617,3941,4084,113,106,115,5210,452,464,458,482,15425,13.465,664,6560,ขท.เชียงรายที่1,เชียงราย
1,1403,แยกแม่กรณ์-ห้วยพลู,930+617,9597,7589,36,45,39,11085,48,49,23,40,28551,0.855,43,7024,ขท.เชียงรายที่1,เชียงราย
1,1403,แยกแม่กรณ์-ห้วยพลู,942+167,8794,2864,112,78,30,12221,37,25,45,45,24251,1.072,42,5814,ขท.เชียงรายที่1,เชียงราย
1,1403,แยกแม่กรณ์-ห้วยพลู,948+000,8255,3689,258,238,209,7598,852,711,599,471,22880,13.462,135,4756,ขท.เชียงรายที่1,เชียงราย
1,1405,แม่คำ-กลางสะพานแม่น้ำสาย(เขตแดนไทย/พม่า),975+777,1875,2229,35,30,21,1930,104,71,51,53,6399,5.157,84,2260,ขท.เชียงรายที่1,เชียงราย
2,102,ตาลเดี่ยว-ซับบอน,11+000,18826,17387,1284,2889,1689,9411,8573,9049,8886,9249,87243,46.233,250,2658,ขท.สระบุรี,สระบุรี
2,102,ตาลเดี่ยว-ซับบอน,21+250,13992,15825,1233,1426,2179,9944,11142,10219,9551,8702,84213,51.321,258,3977,ขท.สระบุรี,สระบุรี
2,103,ซับบอน-มวกเหล็ก,35+200,15505,10817,332,609,208,6877,2450,2258,1721,1981,42758,21.58,54,1865,ขท.สระบุรี,สระบุรี
2,201,มวกเหล็ก-บ่อทอง,45+600,7731,5140,4944,5260,1267,13171,5599,5411,6438,6331,61292,49.445,0,1609,ขท.นครราชสีมาที่2,นครราชสีมา
2,201,มวกเหล็ก-บ่อทอง,58+015,8630,7219,1614,1568,2095,13669,2732,2354,2408,1789,44078,29.371,0,2473,ขท.นครราชสีมาที่2,นครราชสีมา
2,202,บ่อทอง-มอจะบก,87+438,9550,4450,178,99,160,6196,2300,3136,3533,4767,34369,40.72,28,374,ขท.นครราชสีมาที่2,นครราชสีมา
2,203,มอจะบก-ไร่โคกสูง,103+438,8843,8089,69,84,311,1637,3396,3345,1599,1300,28673,34.998,4,1445,ขท.นครราชสีมาที่2,นครราชสีมา
2,203,มอจะบก-ไร่โคกสูง,109+962,8260,8074,64,52,548,2139,1828,1716,1481,1211,25373,26.942,1,1199,ขท.นครราชสีมาที่2,นครราชสีมา
2,204,ไร่โคกสูง-โคกกรวด,117+262,8604,5932,743,839,625,14936,2426,2029,2005,2632,40771,25.891,15,1461,ขท.นครราชสีมาที่2,นครราชสีมา
2,205,โคกกรวด-นครราชสีมา,146+072,20532,10377,3534,895,868,4693,1275,330,197,90,42791,8.542,46,8161,ขท.นครราชสีมาที่2,นครราชสีมา
2,301,นครราชสีมา-ดอนหวาย,148+657,29380,9926,592,87,292,21214,238,67,15,30,61841,1.179,7,15916,ขท.นครราชสีมาที่1,นครราชสีมา
2,302,ดอนหวาย-บ้านวัด,193+612,5593,4801,21,41,96,10926,1911,1499,1767,2624,29279,27.112,8,752,ขท.นครราชสีมาที่1,นครราชสีมา
2,302,ดอนหวาย-บ้านวัด,197+162,5505,3599,18,36,77,10809,1568,1157,1436,2165,26370,24.418,14,1556,ขท.นครราชสีมาที่1,นครราชสีมา
2,302,ดอนหวาย-บ้านวัด,204+357,4629,3938,18,40,118,9807,1714,1060,3441,2212,26977,31.823,5,501,ขท.นครราชสีมาที่1,นครราชสีมา
2,403,บ้านไผ่-ท่าพระ,310+578,9048,3528,74,60,90,3074,1279,868,1359,2087,21467,26.753,3,1453,ขท.ขอนแก่นที่3(บ้านไผ่),ขอนแก่น
2,501,ท่าพระ-ขอนแก่น,334+181,11466,11557,1487,0,448,16643,1085,897,711,506,44800,8.141,0,5804,ขท.ขอนแก่นที่1,ขอนแก่น
2,502,ขอนแก่น-หินลาด,344+331,26406,20143,827,634,546,738,879,572,516,520,51781,7.082,451,5108,ขท.ขอนแก่นที่1,ขอนแก่น
2,503,หินลาด-โนนสะอาด,365+007,3037,3081,130,126,183,1193,1045,1040,974,982,11791,36.893,10,966,ขท.ขอนแก่นที่1,ขอนแก่น
2,503,หินลาด-โนนสะอาด,374+669,5897,5541,137,74,90,2195,1189,1075,931,1219,18348,24.951,33,1634,ขท.ขอนแก่นที่1,ขอนแก่น
2,601,โนนสะอาด-อุดรธานี,400+945,2945,1703,314,110,48,3570,639,520,420,592,10861,21.444,183,881,ขท.อุดรธานีที่1,อุดรธานี
2,601,โนนสะอาด-อุดรธานี,443+084,11752,824,404,141,178,10016,799,429,401,609,25553,10.007,169,2448,ขท.อุดรธานีที่1,อุดรธานี
2,602,อุดรธานี-น้ำสวย,458+935,4751,1785,254,156,179,5286,510,351,373,291,13936,13.347,6,2305,ขท.อุดรธานีที่1,อุดรธานี
2,602,อุดรธานี-น้ำสวย,471+435,8159,3959,98,64,50,6094,1156,614,596,378,21168,13.502,3,2513,ขท.อุดรธานีที่1,อุดรธานี
2,700,น้ำสวย-สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),487+006,8157,4101,1282,601,579,4007,1431,1152,1250,1304,23864,26.471,476,2563,ขท.หนองคาย,หนองคาย
2,700,น้ำสวย-สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),498+256,10422,5107,1690,631,606,4262,2174,1955,1936,1421,30204,28.88,737,3758,ขท.หนองคาย,หนองคาย
2,700,น้ำสวย-สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),505+850,6039,2958,1234,492,471,1948,967,1059,714,1185,17067,28.64,777,3851,ขท.หนองคาย,หนองคาย
3,102,แบริ่ง-ท้ายบ้าน,20+000,6740,6116,860,632,859,2083,734,227,41,16,18308,13.704,47,4796,ขท.สมุทรปราการ,กรุงเทพมหานคร
3,104,บางตำหรุ-คลองด่าน,40+800,15933,4751,900,925,646,14033,4971,1570,1090,1078,45897,22.398,371,4990,ขท.สมุทรปราการ,สมุทรปราการ
3,200,คลองด่าน-บางปะกง,74+000,4665,4533,3840,4133,3944,4874,4849,4651,4498,4046,44033,59.321,0,3648,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
3,200,คลองด่าน-บางปะกง,75+738,4487,4441,3412,3405,3958,5269,4388,3989,3963,3746,41058,57.112,0,3356,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
3,300,หนองไม้แดง-ชลบุรี,91+767,9363,6483,725,659,1669,13997,112,4,0,0,33012,7.403,26,8933,ขท.ชลบุรีที่1,ชลบุรี
3,401,ชลบุรี-ศรีราชา,97+270,18800,12261,1980,83,127,13397,159,150,39,14,47010,1.217,14,8535,ขท.ชลบุรีที่2,ชลบุรี
3,401,ชลบุรี-ศรีราชา,111+000,14070,14625,579,118,270,15443,546,524,182,55,46412,3.652,13,5767,ขท.ชลบุรีที่2,ชลบุรี
3,402,ศรีราชา-พัทยา,130+000,22859,16406,2850,482,1351,9763,2870,2674,2763,4328,66346,21.807,5,12243,ขท.ชลบุรีที่2,ชลบุรี
3,403,พัทยา-พลูตาหลวง,175+000,11367,9232,1571,346,246,4498,1553,129,16,8,28966,7.933,0,6752,ขท.ชลบุรีที่2,ชลบุรี
3,501,พลูตาหลวง-มาบตาพุด,206+000,11108,5036,260,475,600,12292,825,915,907,613,33031,13.124,10,6450,ขท.ระยอง,ระยอง
3,503,ระยอง-กะเฉด,246+000,4378,3204,307,8,5,7327,348,845,336,337,17095,10.992,13,1660,ขท.ระยอง,ระยอง
3,504,กะเฉด-นายายอาม,272+500,7614,721,0,0,511,11032,1221,856,767,169,22891,15.395,3,2857,ขท.ระยอง,ระยอง
3,601,นายายอาม-บ้านสิ้ว,306+375,5612,3883,88,47,46,15806,563,576,423,395,27439,7.471,4,923,ขท.จันทบุรี,จันทบุรี
3,602,บ้านสิ้ว-โพธิ์ทอง,324+400,10039,4726,79,86,199,14417,1135,808,181,92,31762,7.874,61,1912,ขท.จันทบุรี,จันทบุรี
3,603,โพธิ์ทอง-บ้านพลิ้ว,340+000,6934,4507,37,0,0,9580,418,345,126,110,22057,4.529,2,3044,ขท.จันทบุรี,จันทบุรี
3,701,บ้านพลิ้ว-แม่น้ำเวฬุ,374+753,2489,3193,0,3,7,6736,638,492,396,429,14383,13.662,8,1649,ขท.ตราด,จันทบุรี
3,704,แม่น้ำตราด-หาดเล็ก,404+042,4487,516,139,2,3,4108,190,103,103,107,9758,5.206,28,2658,ขท.ตราด,ตราด
3,704,แม่น้ำตราด-หาดเล็ก,440+333,980,389,15,0,0,569,49,73,86,86,2247,13.084,3,337,ขท.ตราด,ตราด
3,704,แม่น้ำตราด-หาดเล็ก,474+575,2056,419,177,1,0,3306,195,84,55,78,6371,6.482,31,2201,ขท.ตราด,ตราด
4,100,อ้อมใหญ่-นครชัยศรี,26+500,22745,9134,611,278,422,16793,1234,2037,927,303,54484,9.546,147,14445,ขท.สมุทรสาคร,นครปฐม
4,100,อ้อมใหญ่-นครชัยศรี,31+500,25406,9343,170,165,356,12780,1020,804,1037,304,51385,7.173,142,9253,ขท.สมุทรสาคร,นครปฐม
4,201,นครชัยศรี-พระประโทน,41+500,36244,17695,1803,1834,1697,19849,5897,5930,5840,1210,97999,22.866,17,3778,ขท.นครปฐม,นครปฐม
4,202,พระประโทน-สระกระเทียม,55+087,22105,17337,2784,3059,3259,22658,5554,8030,8825,4691,98302,33.995,47,8408,ขท.นครปฐม,นครปฐม
4,202,พระประโทน-สระกระเทียม,64+387,26286,6857,2074,2542,2075,24971,6738,4987,5810,4481,86821,30.676,0,4682,ขท.นครปฐม,นครปฐม
4,301,สระกระเทียม-คลองอีจาง,69+087,8401,4736,736,589,598,6948,2565,2681,2621,1528,31403,33.697,65,1894,ขท.ราชบุรี,ราชบุรี
4,301,สระกระเทียม-คลองอีจาง,79+087,7820,5899,1686,1748,1853,22681,4042,3052,2705,1701,53187,28.392,45,6467,ขท.ราชบุรี,ราชบุรี
4,302,คลองอีจาง-หลุมดิน,92+667,9878,8853,3572,2953,3390,23850,5832,4516,4201,3087,70132,34.191,8,10225,ขท.ราชบุรี,ราชบุรี
4,303,หลุมดิน-ห้วยชินสีห์,103+887,11190,9873,137,50,54,10308,2424,1377,1023,630,37066,14.995,0,8841,ขท.ราชบุรี,ราชบุรี
4,401,ห้วยชินสีห์-ปากท่อ,111+587,10355,9221,43,77,198,11322,815,1144,878,621,34674,10.766,10,3964,ขท.สมุทรสงคราม,ราชบุรี
4,501,สระพัง-เขาวัง,135+587,9427,8758,2053,245,1208,6984,2556,2558,1416,1146,36351,25.113,149,5473,ขท.เพชรบุรี,เพชรบุรี
4,502,เขาวัง-สระพระ,158+339,10803,8644,485,1468,458,7938,4297,1534,1222,1476,38325,27.28,14,6325,ขท.เพชรบุรี,เพชรบุรี
4,503,สระพระ-ห้วยทรายใต้,185+782,9355,9019,1761,1792,1626,8600,5188,1846,2040,1620,42847,32.936,23,6890,ขท.เพชรบุรี,เพชรบุรี
4,503,สระพระ-ห้วยทรายใต้,202+767,7263,7267,1188,526,106,1074,826,659,105,98,19112,12.139,15,5975,ขท.เพชรบุรี,เพชรบุรี
4,602,วังยาว-หนองหมู,236+913,8633,4906,16,0,0,9063,1366,1680,1559,1295,28518,20.689,30,5733,ขท.ประจวบคีรีขันธ์(หัวหิน),ประจวบคีรีขันธ์
4,603,หนองหมู-ห้วยยาง,278+213,3891,2024,18,8,1,2001,1820,2034,1479,1823,15099,47.453,2,1392,ขท.ประจวบคีรีขันธ์(หัวหิน),ประจวบคีรีขันธ์
4,603,หนองหมู-ห้วยยาง,299+888,4637,3437,10,0,18,2815,2139,1933,1138,888,17015,35.945,15,552,ขท.ประจวบคีรีขันธ์(หัวหิน),ประจวบคีรีขันธ์
4,603,หนองหมู-ห้วยยาง,315+813,2453,2557,20,0,6,2565,1712,2246,1650,1611,14820,48.752,10,1037,ขท.ประจวบคีรีขันธ์(หัวหิน),ประจวบคีรีขันธ์
4,604,ห้วยยาง-บางสะพาน,350+013,3808,1424,18,4,6,2500,1368,1372,1090,1254,12844,39.661,15,2259,ขท.ประจวบคีรีขันธ์(หัวหิน),ประจวบคีรีขันธ์
4,605,บางสะพาน-น้ำรอด,387+313,5951,5013,52,11,22,4135,1575,1482,1276,2445,21962,31.013,3,871,ขท.ประจวบคีรีขันธ์(หัวหิน),ประจวบคีรีขันธ์
4,701,น้ำรอด-พ่อตาหินช้าง,428+490,4262,374,1,12,11,5961,1578,1474,763,2325,16761,36.77,0,843,ขท.ชุมพร,ชุมพร
4,702,พ่อตาหินช้าง-วังครก,451+513,5784,2367,92,2,140,2626,1494,1426,1410,1471,16812,35.35,42,1349,ขท.ชุมพร,ชุมพร
4,801,เสียบญวณ-กระบุรี,490+753,4346,534,83,49,21,1252,279,181,200,106,7051,11.856,10,1760,ขท.ระนอง,ระนอง
4,801,เสียบญวณ-กระบุรี,528+103,997,564,71,22,4,3584,193,238,111,105,5889,11.428,8,1246,ขท.ระนอง,ระนอง
4,802,กระบุรี-หงาว,565+823,1321,1677,25,30,0,928,140,163,69,140,4493,12.063,8,1427,ขท.ระนอง,ระนอง
4,802,กระบุรี-หงาว,590+103,1411,1148,257,33,1,1203,212,537,103,35,4940,18.644,59,885,ขท.ระนอง,ระนอง
4,802,กระบุรี-หงาว,608+465,4495,1899,66,45,19,2549,288,206,78,64,9709,7.21,79,2234,ขท.ระนอง,ระนอง
4,803,หงาว-อ่าวเคย,644+321,1321,428,1,22,1,1770,188,101,29,46,3907,9.905,32,1138,ขท.ระนอง,ระนอง
4,803,หงาว-อ่าวเคย,675+021,628,506,0,0,1,519,121,86,46,14,1921,13.951,2,667,ขท.ระนอง,ระนอง
4,803,หงาว-อ่าวเคย,691+821,253,130,4,0,1,863,66,51,51,17,1436,12.953,14,654,ขท.ระนอง,ระนอง
4,901,อ่าวเคย-บางนายสี,711+821,1931,187,12,2,2,1423,306,257,118,80,4318,17.717,16,1573,ขท.พังงา,พังงา
4,901,อ่าวเคย-บางนายสี,741+421,1406,55,18,17,2,581,83,34,55,49,2300,10.435,11,977,ขท.พังงา,พังงา
4,901,อ่าวเคย-บางนายสี,762+021,1070,226,28,8,5,937,124,71,88,19,2576,12.228,3,811,ขท.พังงา,พังงา
4,902,ตะกั่วป่า-บางสัก,770+127,5499,4969,421,204,51,795,346,461,230,211,13187,11.398,152,3871,ขท.พังงา,พังงา
4,903,คลองบางดินสอ-นาเหนือ,874+208,3135,2313,414,463,302,821,772,684,644,773,10321,35.249,44,937,ขท.พังงา,พังงา
4,903,คลองบางดินสอ-นาเหนือ,900+727,422,8,0,0,0,37,25,15,10,5,522,10.536,40,284,ขท.พังงา,พังงา
4,904,นาเหนือ-เขาคราม,925+127,2265,2044,49,4,54,2832,335,290,173,99,8145,11.725,15,1956,ขท.พังงา,กระบี่
4,904,นาเหนือ-เขาคราม,941+327,4805,2041,123,79,96,2267,295,258,168,136,10268,10.051,19,1788,ขท.พังงา,กระบี่
4,1001,บางสัก-ท้ายเหมือง,825+553,1735,729,26,9,20,2680,192,103,84,57,5635,8.252,6,1605,ขท.ภูเก็ต,พังงา
4,1002,ท้ายเหมือง-คลองบางดินสอ,837+753,4412,485,15,7,0,589,194,129,81,104,6016,8.561,16,1656,ขท.ภูเก็ต,พังงา
4,1102,ตลาดเก่า-คลองท่อม,979+327,8220,8122,267,166,172,7389,210,171,163,18,24898,3.615,0,5077,ขท.กระบี่,กระบี่
4,1103,คลองท่อม-นาวง,1010+765,3882,1775,94,14,17,1139,485,323,235,168,8132,15.273,7,1859,ขท.กระบี่,กระบี่
4,1103,คลองท่อม-นาวง,1016+865,2984,1671,93,18,17,485,330,319,357,294,6568,20.326,19,1451,ขท.กระบี่,กระบี่
4,1103,คลองท่อม-นาวง,1046+265,1306,909,0,2,17,986,480,528,516,450,5194,38.371,1,1028,ขท.กระบี่,ตรัง
4,1201,นาวง-ห้วยยอด,1062+265,2583,274,21,7,4,1865,156,185,70,89,5254,9.726,5,1942,ขท.ตรัง,ตรัง
4,1201,นาวง-ห้วยยอด,1076+665,2650,610,0,0,0,4213,127,260,52,46,7958,6.094,4,2822,ขท.ตรัง,ตรัง
4,1202,ห้วยยอด-ลำภูรา,1095+200,2275,493,21,2,0,1932,58,88,16,44,4929,4.22,1,1404,ขท.ตรัง,ตรัง
4,1203,ลำภูรา-ตรัง,1099+615,6761,6789,91,82,90,8049,120,93,64,76,22215,2.363,16,5068,ขท.ตรัง,ตรัง
4,1204,ตรัง-เขาพับผ้า,1115+547,7232,4092,121,38,72,8574,504,501,295,397,21826,8.279,96,5473,ขท.ตรัง,ตรัง
4,1301,เขาพับผ้า-พัทลุง,1144+104,2630,884,15,11,20,3275,263,184,90,260,7632,10.849,6,1351,ขท.พัทลุง,พัทลุง
4,1301,เขาพับผ้า-พัทลุง,1160+640,7089,2920,70,38,15,5722,279,286,213,143,16775,5.806,15,3038,ขท.พัทลุง,พัทลุง
4,1302,พัทลุง-นาโหนด,1173+259,3298,2892,178,180,134,6058,1744,2003,2066,1798,20351,38.942,4,1819,ขท.พัทลุง,พัทลุง
4,1304,ห้วยทราย-พรุพ้อ,1205+559,5086,2301,2,18,75,10941,750,1387,1422,1694,23676,22.58,5,1098,ขท.พัทลุง,พัทลุง
4,1401,พรุพ้อ-เนินพิชัย,1220+559,9026,6808,49,66,153,2795,555,1269,1173,793,22687,17.671,56,5610,ขท.สงขลาที่1,สงขลา
4,1401,พรุพ้อ-เนินพิชัย,1230+459,9128,9429,124,90,161,2735,1222,1360,1549,1182,26980,20.623,50,4721,ขท.สงขลาที่1,สงขลา
4,1402,เนินพิชัย-คลองหวะ,1250+759,9246,7142,100,29,33,7767,1516,2478,2136,2213,32660,25.735,3,1807,ขท.สงขลาที่1,สงขลา
4,1402,เนินพิชัย-คลองหวะ,1253+359,7822,6474,231,209,173,11475,1152,1371,970,830,30707,15.322,26,4714,ขท.สงขลาที่1,สงขลา
4,1403,คลองหวะ-พังลา,1260+942,9465,6939,362,0,1,7769,784,555,346,1017,27238,9.924,23,5833,ขท.สงขลาที่1,สงขลา
4,1500,พังลา-จุดผ่านแดนถาวรสะเดา(เขตแดนไทย/มาเลเซีย),1280+042,4204,1223,105,92,5,6003,389,188,168,1627,14004,17.631,19,3906,ขท.สงขลาที่2(นาหม่อม),สงขลา
4,1500,พังลา-จุดผ่านแดนถาวรสะเดา(เขตแดนไทย/มาเลเซีย),1300+842,2158,658,60,57,4,2902,252,230,181,1187,7689,24.854,14,2396,ขท.สงขลาที่2(นาหม่อม),สงขลา
7,103,แขวงคลองสองต้นนุ่น-พิมพา,17+000,65730,34222,0,4835,1521,46762,27988,20378,3238,8998,213672,31.337,0,0,ขท.พิเศษระหว่างเมือง,กรุงเทพมหานคร
7,103,แขวงคลองสองต้นนุ่น-พิมพา,25+900,55228,57099,0,1784,4814,44475,11939,6210,9917,9691,201157,22.05,0,0,ขท.พิเศษระหว่างเมือง,สมุทรปราการ
7,104,พิมพา-หนองข้างคอก,45+400,15953,8472,1570,664,727,17689,4169,1549,1040,3386,55219,20.89,0,0,ขท.พิเศษระหว่างเมือง,ฉะเชิงเทรา
7,104,พิมพา-หนองข้างคอก,67+900,11488,7895,1028,577,541,15396,4937,4364,3680,4382,54288,34.043,0,0,ขท.พิเศษระหว่างเมือง,ชลบุรี
