ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
3092,100,สมุทรสงคราม - ลาดใหญ่,1+800,7470,7947,1366,1545,1463,2536,1548,895,674,20,25464,24.132,561,8293,สมุทรสงคราม,สมุทรสงคราม
3093,100,ปากท่อ - ท่าน้ำสมุทรสงคราม,18+800,2476,399,141,62,78,5993,404,493,333,64,10443,13.732,78,2435,สมุทรสงคราม,สมุทรสงคราม
3094,100,ทางเข้านครชัยศรี,0+500,12458,12380,1246,1155,1089,15296,4936,1579,1265,1066,52470,21.136,16,3820,นครปฐม,นครปฐม
3111,100,ปทุมธานี - ท้ายเกาะ,6+369,6372,6424,3948,3543,3061,3062,4079,3279,3415,3500,40683,51.316,392,5257,ปทุมธานี,ปทุมธานี
3111,100,ปทุมธานี - ท้ายเกาะ,0+200,5931,6682,3142,2802,2755,3682,3036,4405,3060,3187,38682,49.752,408,5062,ปทุมธานี,ปทุมธานี
3111,200,ท้ายเกาะ - เสนา,34+556,4676,4528,1398,1123,1056,1478,898,993,874,658,17682,31.682,0,2984,อยุธยา,พระนครศรีอยุธยา
3111,200,ท้ายเกาะ - เสนา,19+673,4443,4292,1336,987,964,1183,839,866,755,591,16256,30.77,2,2790,อยุธยา,พระนครศรีอยุธยา
3113,100,สำโรง - สะพานภูมิพล,0+500,6316,4937,1757,125,951,4559,1648,1017,1105,590,23005,23.63,52,5618,สมุทรปราการ,สมุทรปราการ
3117,100,คลองด่าน - บางบ่อ,0+500,4123,2212,584,369,341,2652,839,390,340,228,12078,20.757,31,3608,สมุทรปราการ,สมุทรปราการ
3119,101,มีนบุรี - แยกเคหะร่มเกล้า,1+500,23587,20359,2645,2051,2514,5239,2615,2610,2467,2409,66496,22.055,1296,10801,กรุงเทพ,กรุงเทพมหานคร
3121,100,บางคล้า - แปลงยาว,5+500,7251,1691,377,0,369,2004,1230,616,410,360,14308,20.862,18,1472,ฉะเชิงเทรา,ฉะเชิงเทรา
3121,100,บางคล้า - แปลงยาว,2+360,7147,1687,373,0,372,1981,1253,639,397,340,14189,21.15,20,1436,ฉะเชิงเทรา,ฉะเชิงเทรา
3124,100,บางน้ำเปรี้ยว - บางขนาก,4+889,3715,1468,155,65,103,2010,189,95,27,10,7837,6.24,136,2961,ฉะเชิงเทรา,ฉะเชิงเทรา
3124,100,บางน้ำเปรี้ยว - บางขนาก,8+006,2399,2028,186,220,198,1832,569,258,127,61,7878,18.19,456,1652,ฉะเชิงเทรา,ฉะเชิงเทรา
3126,100,พลูตาหลวง - แสมสาร,0+600,7203,6242,447,398,377,3073,755,373,40,22,18930,10.38,30,2980,ชลบุรีที่ 2,ชลบุรี
3127,100,มาบโป่ง - หัวไผ่,0+500,3975,2911,199,168,168,7203,1951,1307,989,819,19690,27.435,27,3248,ชลบุรีที่ 1,ชลบุรี
3127,100,มาบโป่ง - หัวไผ่,16+642,2212,1887,142,174,169,4278,1786,1441,551,360,13000,34.469,30,2211,ชลบุรีที่ 1,ชลบุรี
3134,100,แยกอ่างศิลา - เขาสามมุข,0+500,10058,6002,135,20,23,8860,206,183,23,12,25522,1.83,7,4398,ชลบุรีที่ 2,ชลบุรี
3138,100,บ้านบึง - มาบปู,0+700,2683,2193,410,487,439,4754,1461,1620,1203,1107,16357,38.62,16,2058,ชลบุรีที่ 1,ชลบุรี
3139,100,บ้านแลง - หาดใหญ่,4+710,3633,808,213,15,4,4729,285,175,52,25,9939,5.594,82,3603,ระยอง,ระยอง
3140,100,ทางเข้าบ้านเพ,0+100,1753,939,76,64,3,1734,140,116,0,0,4825,6.694,138,1607,ระยอง,ระยอง
3143,100,บ้านค่าย - หนองละลอก,0+200,4331,4108,67,51,94,5701,383,406,334,335,15810,10.139,7,2736,ระยอง,ระยอง
3144,100,ตลาดหนองมน - ทางเข้าสวนสัตว์เปิดเขาเขียว,3+000,5802,4440,26,69,24,6710,142,1096,89,56,18454,7.998,12,2738,ชลบุรีที่ 2,ชลบุรี
3145,102,ท่าเรือแกลง - แหลมแม่พิมพ์,11+500,4351,1563,0,0,4,3036,44,25,5,6,9034,0.93,64,1853,ระยอง,ระยอง
3148,100,ตราด - แหลมงอบ,6+000,3869,2158,123,13,13,4242,4,7,6,0,10435,0.412,15,3977,ตราด,ตราด
3149,100,พลิ้ว - แหลมสิงห์,8+000,3262,1351,12,12,22,4841,181,18,8,5,9712,2.533,15,2880,จันทบุรี,จันทบุรี
3152,100,ท่าจุ๊ย - ท่าใหม่,0+500,1789,1496,46,95,119,2398,88,123,44,17,6215,7.82,6,735,จันทบุรี,จันทบุรี
3153,100,จันทบุรี - ท่าใหม่,3+500,8343,1615,178,127,75,10348,1091,109,25,23,21934,6.611,80,4039,จันทบุรี,จันทบุรี
3155,100,ตราด - แหลมศอก,1+000,2650,336,57,12,6,2559,0,0,0,0,5620,0.32,20,1877,ตราด,ตราด
3156,100,แหลมงอบ - แสนตุ้ง,2+000,2702,1057,29,10,7,2559,7,0,0,0,6371,0.377,5,2180,ตราด,ตราด
3156,100,แหลมงอบ - แสนตุ้ง,35+000,2694,1246,24,26,31,2755,18,0,0,0,6794,1.104,10,2292,ตราด,ตราด
3157,101,แสนตุ้ง - บ่อไร่,0+500,1189,137,24,0,0,1323,101,61,23,11,2869,6.832,0,953,ตราด,ตราด
3157,102,บ่อไร่ - แหลมค้อ,81+000,851,312,5,0,0,1487,34,32,27,13,2761,3.839,0,1131,ตราด,ตราด
3157,102,บ่อไร่ - แหลมค้อ,40+000,836,205,4,0,0,1536,61,39,33,10,2724,5.25,0,1398,ตราด,ตราด
3158,100,แสนตุ้ง - หนองบัว,2+000,1195,418,15,0,0,1243,96,39,14,0,3020,4.934,0,997,ตราด,ตราด
3158,100,แสนตุ้ง - หนองบัว,7+687,1129,133,20,0,0,1216,67,48,15,0,2628,4.947,0,935,ตราด,ตราด
3158,100,แสนตุ้ง - หนองบัว,20+937,872,142,17,0,0,1058,142,51,18,0,2300,9.174,0,1076,ตราด,ตราด
3159,100,เขาสมิง - นนทรีย์,1+000,1171,758,4,0,0,2183,35,31,25,21,4228,2.649,0,1163,ตราด,ตราด
3168,100,ปราณบุรี - ปากน้ำปราณ,6+000,3300,1834,40,38,0,2712,70,64,0,3,8061,2.171,102,3598,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3168,100,ปราณบุรี - ปากน้ำปราณ,1+000,2967,3322,47,18,0,5185,487,10,0,0,12036,4.279,299,5985,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3168,100,ปราณบุรี - ปากน้ำปราณ,4+000,2270,2331,69,41,11,2946,129,33,0,0,7830,2.733,29,4857,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3169,100,สามแยกบางสะพาน - ชายทะเล,0+500,2074,2306,10,146,35,1346,144,105,35,132,6333,9.427,20,1664,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3171,100,เทศบาลเมืองเพชรบุรี - บันไดอิฐ,1+375,4623,4506,30,14,0,2044,471,45,0,0,11733,4.517,25,3592,เพชรบุรี,เพชรบุรี
3176,100,เพชรบุรี - บ้านแหลมฝั่งตะวันตก,2+300,2575,572,45,27,21,377,24,13,13,26,3693,3.358,77,2422,เพชรบุรี,เพชรบุรี
3177,100,เพชรบุรี - หาดเจ้าสำราญ,0+500,7616,5726,61,2,3,4560,278,105,107,11,18469,2.74,33,8952,เพชรบุรี,เพชรบุรี
3178,100,เพชรบุรี - บ้านแหลมฝั่งตะวันออก,0+500,1749,1794,49,38,28,1248,91,27,18,7,5049,4.139,90,3687,เพชรบุรี,เพชรบุรี
3179,100,เทศบาลเมืองเพชรบุรี - บ้านลาด,0+500,4575,1708,10,0,0,4399,117,66,14,0,10889,1.809,25,3441,เพชรบุรี,เพชรบุรี
3180,102,ท่าเสม็ด - ศูนย์ราชการชุมพร,25+180,2205,498,50,3,7,2751,100,35,18,4,5671,2.945,17,2415,ชุมพร,ชุมพร
3180,101,ท่าแซะ - ท่าเสม็ด,1+800,1819,773,55,0,6,1585,323,165,42,16,4784,11.538,142,1678,ชุมพร,ชุมพร
3181,100,ทางเข้าตลาดท่าแซะ,0+500,2515,1721,146,0,0,1994,438,108,12,3,6937,8.087,207,2019,ชุมพร,ชุมพร
3183,200,หนองบัว - อุทัยธานี,32+778,2026,1585,0,0,0,1428,559,409,174,44,6225,19.052,9,1097,อุทัยธานี,อุทัยธานี
3183,102,คลองมอญ - หนองบัว,26+963,1385,279,10,2,7,1840,162,47,45,10,3787,7.209,2,984,ชัยนาท,ชัยนาท
3183,101,แยกไปเขื่อนเจ้าพระยา - คลองมอญ,12+963,1175,602,2,4,6,673,140,137,69,17,2825,13.204,6,1092,ชัยนาท,ชัยนาท
3184,100,ดงคอน - ปากน้ำ,2+500,858,243,3,1,26,1485,313,391,739,311,4370,40.755,16,402,ชัยนาท,ชัยนาท
3184,100,ดงคอน - ปากน้ำ,9+500,583,502,0,0,8,1666,384,306,482,158,4089,32.722,5,471,ชัยนาท,สุพรรณบุรี
3187,100,เขื่อนเพชร - บางกุฬา,10+350,2150,1630,30,0,0,4528,486,447,5,2,9278,10.131,20,3771,เพชรบุรี,เพชรบุรี
3188,101,ท่าเยี่ยม - ขอนหอม,1+500,5641,1478,48,69,49,2276,690,550,594,54,11449,17.521,62,3978,สระบุรี,สระบุรี
3191,101,มาบตาพุด - แยกนิคมพัฒนา,0+500,8495,6506,1539,1724,1185,7797,1585,2231,2532,2063,35657,31.747,10,5023,ระยอง,ระยอง
3191,102,แยกนิคมพัฒนา - อ่างเก็บน้ำหนองปลาไหล,20+500,5419,5138,210,184,190,9424,2315,1631,1364,1065,26940,25.052,12,3798,ระยอง,ระยอง
3193,101,ทับไทร - เทพนิมิต,0+500,3841,1540,41,0,0,5239,175,69,34,24,10963,2.755,39,2271,จันทบุรี,จันทบุรี
3193,102,เทพนิมิต - ตามูน,47+000,1553,224,11,0,3,2448,120,61,54,39,4513,6.138,47,947,จันทบุรี,จันทบุรี
3195,202,วิเศษชัยชาญ - ป่างิ้ว,25+500,7251,950,107,131,555,11230,984,697,669,405,22979,14.975,108,5766,อ่างทอง,อ่างทอง
3195,100,สุพรรณบุรี - ลาดตาล,0+200,1623,828,36,110,3,1848,103,39,34,74,4698,7.727,12,1046,สุพรรณบุรีที่ 1,สุพรรณบุรี
3196,302,ท่าแค - โก่งธนู,92+000,5142,2844,111,80,352,1118,521,204,204,121,10697,13.854,31,1747,ลพบุรีที่ 1,ลพบุรี
3196,301,จันเสน - ท่าแค,59+800,3396,1801,19,10,23,1964,164,131,146,29,7683,6.547,3,1494,ลพบุรีที่ 1,ลพบุรี
3196,400,โก่งธนู - เจ้าปลุก,105+100,2737,1094,302,166,186,1064,587,357,299,268,7060,26.388,11,734,อ่างทอง,พระนครศรีอยุธยา
3196,200,ปากคลองห้า - จันเสน,18+000,1090,105,0,0,8,1872,96,134,151,90,3546,13.508,5,1081,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3198,100,ช่องกุ่ม - หนองสังข์,18+696,3013,1269,113,128,50,382,290,215,151,0,5611,14.864,20,2038,สระแก้ว (วัฒนานคร),สระแก้ว
3199,101,แก่งเสี้ยน - ท่าพะเนียด,0+130,8431,5531,56,47,58,9528,374,64,52,6,24147,2.489,0,5542,กาญจนบุรี,กาญจนบุรี
3199,102,ท่าพะเนียด - โป่งปัด,10+855,4161,3588,141,257,106,2462,754,385,215,97,12166,14.91,69,2648,กาญจนบุรี,กาญจนบุรี
3199,103,โป่งปัด - ศรีสวัสดิ์,57+791,1256,388,26,15,13,168,34,25,9,6,1940,5.258,4,646,กาญจนบุรี,กาญจนบุรี
3199,103,โป่งปัด - ศรีสวัสดิ์,116+906,320,102,5,0,0,27,9,3,1,2,469,3.198,0,309,กาญจนบุรี,กาญจนบุรี
3199,103,โป่งปัด - ศรีสวัสดิ์,115+691,210,128,9,2,1,63,15,18,3,2,451,9.091,2,249,กาญจนบุรี,กาญจนบุรี
3200,100,ฉะเชิงเทรา - บางน้ำเปรี้ยว,17+000,3047,2704,127,86,86,1256,1179,1061,1035,943,11524,38.094,41,1525,ฉะเชิงเทรา,ฉะเชิงเทรา
3200,100,ฉะเชิงเทรา - บางน้ำเปรี้ยว,5+500,1641,1317,111,60,63,1090,308,142,101,63,4896,15.053,68,1094,ฉะเชิงเทรา,ฉะเชิงเทรา
3201,100,เนินสันติ - แยกยายรวย,8+000,1296,436,32,0,0,823,318,140,26,0,3071,15.76,41,1271,ชุมพร,ชุมพร
3203,100,ทางเข้าโครงการพระราชประสงค์หุบกะพง,1+500,1609,1341,705,25,20,969,1020,21,20,17,5747,19.541,17,1447,เพชรบุรี,เพชรบุรี
3204,100,เขาตะเครา - ท่าแลง,3+950,1984,647,41,26,30,1857,276,247,30,15,5153,12.109,106,2027,เพชรบุรี,เพชรบุรี
3206,100,ปากท่อ - ห้วยศาลา,0+600,2768,1101,106,77,68,2940,254,560,1092,250,9216,24.967,39,2517,สมุทรสงคราม,ราชบุรี
3206,200,ห้วยศาลา - จอมบึง,102+106,1944,676,51,56,16,2235,141,82,39,24,5264,6.801,10,1157,ราชบุรี,ราชบุรี
3206,200,ห้วยศาลา - จอมบึง,54+904,981,840,29,34,17,1983,124,229,158,46,4441,13.691,14,967,ราชบุรี,ราชบุรี
3206,200,ห้วยศาลา - จอมบึง,36+350,589,329,31,39,6,1059,75,95,75,25,2323,13.56,18,552,ราชบุรี,ราชบุรี
3208,101,เขาวัง - น้ำพุ,3+000,4687,2898,109,77,40,4983,464,709,409,191,14567,12.975,6,3397,ราชบุรี,ราชบุรี
3208,102,น้ำพุ - เหมืองผาปกค้างคาว,51+823,1856,1496,47,87,19,3297,146,60,31,26,7065,5.223,45,1829,ราชบุรี,ราชบุรี
3208,102,น้ำพุ - เหมืองผาปกค้างคาว,19+714,1818,1159,29,57,14,4117,211,267,137,67,7876,9.561,13,1036,ราชบุรี,ราชบุรี
3209,101,ท่ามะกา - กลอนโด,0+500,4099,1595,7,4,7,4046,293,373,276,228,10928,10.807,6,5033,กาญจนบุรี,กาญจนบุรี
3209,102,กลอนโด - กาญจนบุรี,80+484,2553,1947,39,31,17,1934,445,390,328,120,7804,17.055,3,2132,กาญจนบุรี,กาญจนบุรี
3209,102,กลอนโด - กาญจนบุรี,59+450,1257,394,3,37,6,2334,107,88,99,31,4356,8.448,5,972,กาญจนบุรี,กาญจนบุรี
3209,101,ท่ามะกา - กลอนโด,44+750,1189,389,43,8,7,1514,141,131,108,37,3567,12.111,5,1203,กาญจนบุรี,กาญจนบุรี
3209,101,ท่ามะกา - กลอนโด,29+300,1098,652,16,1,1,2498,141,224,153,51,4835,11.81,3,1427,กาญจนบุรี,กาญจนบุรี
3209,101,ท่ามะกา - กลอนโด,18+000,834,258,38,13,19,1231,142,201,127,71,2934,19.53,6,1029,กาญจนบุรี,กาญจนบุรี
3210,100,พังงอน - จางวาง,0+500,2577,547,0,85,24,1088,135,36,54,29,4575,7.934,26,537,จันทบุรี,จันทบุรี
3211,100,ทางเข้าหันคา - กะบกเตี้ย,0+600,2867,383,7,5,7,559,137,103,152,17,4237,9.936,2,429,ชัยนาท,ชัยนาท
3211,100,ทางเข้าหันคา - กะบกเตี้ย,11+472,1144,40,1,2,2,2299,89,50,31,55,3713,6.168,7,1526,ชัยนาท,ชัยนาท
3211,200,กะบกเตี้ย - แยกหูช้าง,57+172,1001,382,0,0,0,1317,80,54,51,22,2907,7.121,12,1305,อุทัยธานี,อุทัยธานี
3211,100,ทางเข้าหันคา - กะบกเตี้ย,8+378,841,716,0,0,0,1738,234,226,221,199,4175,21.078,10,1487,ชัยนาท,ชัยนาท
3212,100,คุ้งสำเภา - ไร่พัฒนา,2+200,1327,865,20,10,4,1852,387,123,118,78,4784,15.05,2,951,ชัยนาท,ชัยนาท
3212,200,ไร่พัฒนา - หนองโพ,23+200,1140,413,0,0,0,1789,89,41,76,33,3581,6.674,11,1400,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
3213,200,บ้านโคก - แยกเขาตะพาบ,37+000,960,455,24,28,15,776,370,244,283,263,3418,35.196,25,589,อุทัยธานี,อุทัยธานี
3213,100,วัดสิงห์ - บ้านโคก,5+000,861,988,1,1,2,842,82,63,59,20,2919,7.777,3,1008,ชัยนาท,ชัยนาท
3214,100,บ้านพร้าว - คลองห้า,0+650,32444,32377,1450,1465,1250,2757,2351,1675,956,535,77260,10.655,8,2057,ปทุมธานี,ปทุมธานี
3214,100,บ้านพร้าว - คลองห้า,8+300,22995,22228,4095,2932,2903,4168,2849,2586,2145,1595,68496,21.914,7,8087,ปทุมธานี,ปทุมธานี
3215,102,บางบัวทอง - ไทรน้อย,14+705,16374,6494,1806,760,732,13112,3164,2400,2454,3096,50392,25.016,1405,7100,นนทบุรี,นนทบุรี
3217,100,กุยบุรี - ยางชุม,0+500,1975,166,84,62,0,2324,84,53,39,1,4788,4.992,179,2722,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3218,100,หัวหิน - โป่งแย้,3+000,4396,1676,34,28,17,1284,22,38,17,16,7528,1.833,27,1938,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3218,100,หัวหิน - โป่งแย้,14+558,4032,1403,19,30,20,1161,22,23,14,17,6741,1.869,19,1675,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3218,100,หัวหิน - โป่งแย้,26+958,2652,1624,28,45,12,1503,121,65,13,30,6093,4.694,2,1499,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
3218,200,โป่งแย้ - อ่างเก็บน้ำห้วยผาก,31+958,455,512,0,0,0,1083,406,413,0,0,2869,28.547,79,986,เพชรบุรี,เพชรบุรี
3220,100,แยกสะแกกรัง - เขาพะแวง,3+900,2188,1896,28,5,5,2729,316,168,106,51,7492,8.689,12,2239,อุทัยธานี,อุทัยธานี
3220,200,เขาพะแวง - โกรกพระ,15+500,2113,804,12,0,0,451,506,418,309,213,4826,29.963,0,1535,นครสวรรค์ที่ 1,นครสวรรค์
3221,100,อุทัยธานี - ทัพทัน,4+000,2108,1707,12,16,5,3636,76,57,133,12,7762,3.852,2,1769,อุทัยธานี,อุทัยธานี
3222,200,เขาเพิ่ม - บ้านนา,36+247,4514,4553,1577,354,435,1721,913,1589,1419,1374,18449,32.977,128,3503,นครนายก,นครนายก
3222,100,แก่งคอย - เขาเพิ่ม,8+247,4325,4135,271,369,340,3930,1758,1418,1713,1062,19321,34.47,266,3072,สระบุรี,สระบุรี
3224,101,บ้านป่า - ท่าคล้อ,4+200,4272,3906,218,212,274,3286,2409,1900,1826,1725,20028,41.672,208,3343,สระบุรี,สระบุรี
3224,102,ท่าคล้อ - แสลงพัน,20+200,2402,1913,105,92,101,2499,202,123,141,110,7688,10.003,119,1975,สระบุรี,สระบุรี
3225,100,ดาวเรือง - ถนนวงแหวนรอบเมืองสระบุรี,0+550,2346,2314,216,234,172,818,530,473,457,387,7947,28.35,114,1016,สระบุรี,สระบุรี
3229,100,หนองบัว - ด่านพุน้ำร้อน,16+087,2236,1414,21,10,10,2103,43,35,21,15,5908,2.268,18,831,กาญจนบุรี,กาญจนบุรี
3229,100,หนองบัว - ด่านพุน้ำร้อน,0+587,2031,1628,26,37,19,1011,39,30,13,11,4845,3.075,0,751,กาญจนบุรี,กาญจนบุรี
3229,100,หนองบัว - ด่านพุน้ำร้อน,18+462,994,744,18,18,9,1378,26,17,9,0,3213,2.459,0,786,กาญจนบุรี,กาญจนบุรี
3231,100,เด่นมะขาม - บางเลน,1+975,2842,2283,191,284,198,2693,2299,2314,1411,1270,15785,49.262,157,2631,นครปฐม,นครปฐม
3232,100,หนองพงนก - ไผ่เจดีย์,5+200,1722,1622,1289,1111,1126,1406,1488,1603,1579,1298,14244,57.603,200,1413,นครปฐม,นครปฐม
3233,100,นครชัยศรี - ดอนตูม,1+200,6283,4171,493,510,433,11338,3191,3199,1214,1111,31943,30.235,180,3597,นครปฐม,นครปฐม
3234,100,ศีรษะทอง - วัดปรีดาราม,0+500,5289,5045,1092,1031,1188,13219,4795,1050,1003,876,34588,28.747,17,4022,นครปฐม,นครปฐม
3235,100,นครชัยศรี - เลียบแม่น้ำนครชัยศรี,0+500,6846,6780,624,463,834,2899,1387,516,225,192,20766,17.418,301,5287,สมุทรสาคร,นครปฐม
3238,100,เจ็ดเสมียน - โคกหม้อ,11+570,3735,528,0,0,0,4248,626,875,364,76,10452,18.571,9,4159,ราชบุรี,ราชบุรี
3239,100,นครนายก - เขื่อนขุนด่านปราการชล,1+500,3935,3935,136,130,116,339,323,126,0,0,9040,7.688,270,3132,นครนายก,นครนายก
3240,101,หนองปรือ - สำนักตะแบก,7+150,5084,1503,97,35,27,5764,220,113,39,28,12910,3.579,9,3308,ชลบุรีที่ 2,ชลบุรี
3241,101,ศรีราชา - อ่างเก็บน้ำหนองค้อ,12+750,8036,5855,132,39,144,9656,1825,1331,960,795,28773,17.704,12,2632,ชลบุรีที่ 2,ชลบุรี
3242,200,บางบอน - โรงพยาบาลบางปะกอก8,15+600,43767,35914,2560,2487,2289,11156,867,195,20,17,99272,5.918,21,8530,ธนบุรี,กรุงเทพมหานคร
3242,100,สมุทรสาคร - บางบอน,4+130,17408,9918,219,190,312,16840,1006,1119,533,2,47547,6.65,113,11866,สมุทรสาคร,สมุทรสาคร
3245,100,อ่างเก็บน้ำหนองปลาไหล - หนองเสือช้าง,16+317,4325,4318,62,29,95,7403,512,454,397,266,17861,9.815,12,3334,ระยอง,ระยอง
3245,201,หนองเสือช้าง - หนองเสือช่อ,32+917,3723,1926,55,41,38,2063,1080,918,957,533,11334,31.472,17,1485,ชลบุรีที่ 1,ชลบุรี
3245,201,หนองเสือช้าง - หนองเสือช่อ,50+817,1602,1348,53,47,40,1158,992,912,850,881,7883,47.216,14,1047,ชลบุรีที่ 1,ชลบุรี
3245,202,หนองเสือช่อ - หนองไม้แก่น,58+817,1508,1689,26,25,25,1692,544,504,506,206,6725,26.914,20,1353,ชลบุรีที่ 1,ชลบุรี
3245,300,หนองไม้แก่น - ลาดกระทิง,90+317,1346,993,0,0,0,1339,831,779,682,597,6567,43.993,39,977,ฉะเชิงเทรา,ฉะเชิงเทรา
3245,202,หนองเสือช่อ - หนองไม้แก่น,81+117,880,1222,23,25,25,1570,657,644,486,105,5637,34.451,19,928,ชลบุรีที่ 1,ชลบุรี
3246,100,พนัสนิคม - เกาะโพธิ์,1+000,4429,4669,1162,29,26,1264,1160,998,313,249,14299,19.407,22,2751,ชลบุรีที่ 1,ชลบุรี
3247,100,โป่งน้ำร้อน - จางวาง,0+500,260,108,2,1,1,1349,48,17,10,6,1802,4.606,23,750,จันทบุรี,จันทบุรี
3249,100,เขาไร่ยา - แพร่งขาหยั่ง,4+104,2934,2474,48,39,11,9293,68,39,30,27,14963,1.43,0,2365,จันทบุรี,จันทบุรี
3249,100,เขาไร่ยา - แพร่งขาหยั่ง,22+305,1572,580,15,8,3,4389,17,13,14,15,6626,1.056,0,1025,จันทบุรี,จันทบุรี
3249,100,เขาไร่ยา - แพร่งขาหยั่ง,37+958,1350,681,6,1,1,5752,14,13,10,5,7833,0.562,4,934,จันทบุรี,จันทบุรี
3250,100,หนองคณฑี - สันประดู่,2+500,3956,3055,241,563,250,3823,2661,2680,2156,1800,21185,47.722,158,2527,สระบุรี,สระบุรี
3251,200,คูพัฒนา - ชัณสูตร,17+610,766,558,3,6,0,1127,68,51,16,12,2607,5.869,27,489,สิงห์บุรี,สิงห์บุรี
3252,100,พักทัน - บ้านจ่า,3+000,1035,783,9,7,0,954,83,40,19,8,2938,5.344,39,782,สิงห์บุรี,สิงห์บุรี
3253,100,บ้านพละ - ปะทิว,42+708,557,199,30,1,2,871,87,52,25,16,1840,9.946,12,735,ชุมพร,ชุมพร
3253,100,บ้านพละ - ปะทิว,1+300,461,66,11,3,2,1520,92,53,48,56,2312,10.986,21,638,ชุมพร,ชุมพร
3256,102,บางพลี - กิ่งแก้ว,19+857,30854,6410,1048,464,1404,14415,2667,1326,3249,0,61837,14.732,8,24098,สมุทรปราการ,สมุทรปราการ
3260,102,สองพี่น้อง - มะขามล้ม,16+037,3789,275,2,19,7,3320,332,248,325,124,8441,12.499,7,1930,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3260,101,หนองวัลย์เปรียง - สองพี่น้อง,1+600,2133,1004,4,9,5,4432,431,350,457,239,9064,16.45,3,1111,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3260,200,มะขามล้ม - วัดป่าเลไลยก์,40+456,808,360,2,35,4,1442,108,44,11,4,2818,7.31,4,785,สุพรรณบุรีที่ 1,สุพรรณบุรี
3261,100,คลอง10 - หนองเสือ,10+000,2700,1774,37,33,13,1467,264,219,133,66,6706,10.856,22,1320,นครนายก,ปทุมธานี
3261,200,หนองเสือ - ปากคลอง13,32+000,1156,980,32,30,35,1296,208,244,188,145,4314,19.703,37,941,สระบุรี,สระบุรี
3263,102,บางบาล - ไผ่กองดิน,11+382,7838,7734,798,379,448,1540,1023,730,633,491,21614,17.137,0,3953,อยุธยา,พระนครศรีอยุธยา
3263,102,บางบาล - ไผ่กองดิน,20+088,4325,5220,1223,1099,984,2026,1171,865,788,559,18260,29.934,1,2565,อยุธยา,พระนครศรีอยุธยา
3264,100,ดอนเจดีย์ - สระกระโจม,9+600,1147,683,31,9,1,1689,140,128,132,51,4011,11.493,6,932,สุพรรณบุรีที่ 1,สุพรรณบุรี
3264,100,ดอนเจดีย์ - สระกระโจม,15+200,1023,650,41,7,4,1930,159,193,233,82,4322,15.687,7,1014,สุพรรณบุรีที่ 1,สุพรรณบุรี
3265,100,แยกโคกหม้อ - ท่าซุง,6+489,1927,1970,19,3,6,2337,293,186,114,63,6918,9.613,8,1615,อุทัยธานี,อุทัยธานี
3267,100,อ่างทอง - เจ้าปลุก,4+367,5087,1306,99,15,32,1729,630,817,1060,621,11396,27.861,8,1277,อ่างทอง,พระนครศรีอยุธยา
3267,200,เจ้าปลุก - บางโขมด,7+000,3189,1937,62,74,84,3486,1598,1518,1524,1563,15035,42.308,50,1815,อยุธยา,พระนครศรีอยุธยา
3268,103,บางพลี - บางบ่อ,13+000,18240,7757,786,464,627,7669,1962,1413,782,564,40264,14.435,0,9728,สมุทรปราการ,สมุทรปราการ
3268,101,สำโรง - บางเมือง,2+000,5317,4820,1821,1377,755,4986,1616,40,24,16,20772,18.429,66,5856,สมุทรปราการ,สมุทรปราการ
3271,100,เนินสูง - ด่านชุมพล,3+500,484,183,4,0,0,726,22,23,30,16,1488,6.116,0,554,ตราด,ตราด
3272,100,ทองผาภูมิ - ปิล๊อก,0+750,2778,1066,98,43,38,2570,179,45,21,7,6845,4.865,20,3477,กาญจนบุรี,กาญจนบุรี
3272,100,ทองผาภูมิ - ปิล๊อก,20+607,431,144,46,3,2,450,30,12,8,5,1131,5.305,0,510,กาญจนบุรี,กาญจนบุรี
