ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1317,101,ดอนจั่น - สันกลางใต้,1+140,43128,5205,1949,236,809,1555,2523,1550,390,57,57402,9.695,616,16854,เชียงใหม่ที่ 2,เชียงใหม่
1317,102,สันกลางใต้ - ห้วยแก้ว,36+000,1381,882,12,0,0,990,10,8,0,0,3283,0.548,9,852,เชียงใหม่ที่ 2,เชียงใหม่
1318,102,ปากน้ำ - ศรีนคร,11+750,302,189,9,2,1,454,120,72,92,30,1271,24.941,9,347,สุโขทัย,สุโขทัย
1319,100,คีรีมาศ - อุทยานแห่งชาติรามคำแหง,1+500,1151,494,0,0,0,82,103,114,117,68,2129,18.882,23,3214,สุโขทัย,สุโขทัย
1322,100,แม่จา - รินหลวง,56+000,1106,382,39,17,0,832,243,38,8,3,2668,11.582,16,2345,เชียงใหม่ที่ 3,เชียงใหม่
1322,100,แม่จา - รินหลวง,127+056,333,139,76,27,0,812,118,64,10,1,1580,13.924,38,672,เชียงใหม่ที่ 3,เชียงใหม่
1322,100,แม่จา - รินหลวง,89+800,69,6,3,0,0,489,36,3,0,0,606,6.436,4,650,เชียงใหม่ที่ 3,เชียงใหม่
1324,200,ทุ่งป่ากระถิน - พญาแมน,6+000,173,108,8,9,1,464,39,19,54,85,960,21.563,5,329,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1326,100,ร่องบัวทอง - สบเปา,6+075,1385,824,102,91,120,2674,133,108,128,109,5674,12.143,276,1458,เชียงรายที่ 2,เชียงราย
1327,100,บ้านด่านลานหอย - ทุ่งเสลี่ยม,20+000,862,980,386,344,361,962,730,524,572,432,6153,48.155,176,902,ตากที่ 1,สุโขทัย
1328,100,แสงภา - นาปอ,20+643,476,262,10,3,1,329,148,21,0,0,1250,13.84,11,575,เลยที่ 2 (ด่านซ้าย),เลย
1328,100,แสงภา - นาปอ,7+000,368,152,1,0,0,349,152,18,0,0,1040,16.346,14,521,เลยที่ 2 (ด่านซ้าย),เลย
1329,100,นาป้อใต้ - บ้านเอื้อม,0+500,1976,1706,361,368,311,2549,469,399,316,315,8770,24.835,470,2589,ลำปางที่ 2,ลำปาง
1330,102,แม่ทุเลา - ท่าแพ,22+000,375,63,0,0,0,34,0,0,0,0,472,0,7,622,สุโขทัย,สุโขทัย
1331,100,พรานกระต่าย - ลานไผ่,1+000,495,362,30,3,1,1158,70,32,29,26,2206,7.298,15,1250,ตากที่ 1,กำแพงเพชร
1332,100,นาไผ่ล้อม - ถ้ำแม่ย่า,6+000,835,66,0,0,0,71,92,75,42,13,1194,18.593,19,453,สุโขทัย,สุโขทัย
1333,100,แม่สะนาน - ผักเฮือก,42+715,376,43,9,0,0,46,36,23,0,0,533,11.069,26,325,น่านที่ 2,น่าน
1333,100,แม่สะนาน - ผักเฮือก,0+500,76,24,0,0,0,14,18,0,0,0,132,13.636,0,89,น่านที่ 2,น่าน
1335,101,ห้วยเดื่อ - หัวทุ่ง,1+000,1028,1100,636,489,384,1619,585,493,364,373,7071,38.014,299,1380,ลำปางที่ 2,ลำปาง
1335,101,ห้วยเดื่อ - หัวทุ่ง,13+800,926,761,590,370,445,858,481,466,409,388,5694,44.942,336,1275,ลำปางที่ 2,ลำปาง
1337,100,หางปอน - แม่เงา,0+500,18,4,1,0,0,87,0,0,0,0,110,0,2,143,แม่ฮ่องสอน,แม่ฮ่องสอน
1338,100,ขาแหย่ง - ป่าเมี่ยง,1+000,71,78,0,0,0,121,0,0,0,0,270,0,0,260,เชียงรายที่ 1,เชียงราย
1339,101,ห้วยมุ่น - น้ำปาด,45+862,1065,902,41,37,35,713,405,200,56,26,3480,21.81,254,663,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1339,102,น้ำปาด - ปากนาย,49+293,475,447,18,11,6,829,411,349,10,0,2556,30.79,0,619,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1342,100,ห้วยขึม - ปากห้วยอ้อย,0+500,841,586,152,43,0,1108,62,41,31,0,2864,6.18,29,1714,แพร่,แพร่
1343,100,บุญเริง - ต้นหนุน,0+500,50,0,55,0,0,107,43,31,0,0,286,25.874,2,899,แพร่,แพร่
1344,100,น้อยซุ้มขี้เหล็ก - คลองตาลัด,0+500,580,78,9,1,2,848,73,29,6,8,1634,7.283,20,557,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1345,100,ทุ่งบานเย็น - ผาแดงบน,1+000,1066,311,19,0,0,1631,104,6,3,4,3144,3.721,23,2167,พะเยา,พะเยา
1346,101,พร้าว - แดนดิน,2+500,305,51,7,0,2,616,71,3,0,0,1055,7.204,40,416,เชียงใหม่ที่ 3,เชียงใหม่
1349,100,สะเมิง - วัดจันทร์,50+000,547,62,34,6,0,1039,61,6,6,0,1761,4.486,4,765,เชียงใหม่ที่ 2,เชียงใหม่
1349,100,สะเมิง - วัดจันทร์,0+100,36,8,4,0,0,401,16,0,0,0,465,3.441,0,154,เชียงใหม่ที่ 2,เชียงใหม่
1350,100,ทางเข้าโครงการพระราชดำริศูนย์ภูฟ้าพัฒนา,0+100,141,28,13,0,0,5,18,0,0,0,205,8.78,0,103,น่านที่ 2,น่าน
1351,100,หนองบัวใต้ - เชิงสะพานกิตติขจร,3+000,308,114,4,1,2,628,31,36,19,22,1165,9.528,5,796,ตากที่ 1,ตาก
1352,100,ทางเข้าดอนไชย,0+304,1378,37,21,0,0,50,43,8,13,11,1561,4.805,5,582,ลำปางที่ 1,ลำปาง
1357,100,ทางเข้าเขื่อนภูมิพล,10+000,1577,135,32,8,17,114,55,37,11,3,1989,6.586,7,656,ตากที่ 1,ตาก
1358,100,ทางเข้าดอยอ่างขาง,0+500,41,30,28,5,0,44,12,0,0,0,160,10.625,10,90,เชียงใหม่ที่ 3,เชียงใหม่
1359,100,ทางเข้าเชียงดาว,7+995,1496,287,76,30,32,4794,129,41,7,3,6895,3.51,12,1395,เชียงใหม่ที่ 3,เชียงใหม่
1361,100,สวนดอกคำ - ม่วงงาม,0+220,1508,1188,563,457,428,2278,564,393,349,363,8091,31.566,458,2233,ลำปางที่ 2,ลำปาง
1362,100,นิคมดอยเต่า - ท่าน้ำ,1+500,80,36,0,0,0,131,27,1,0,0,275,10.182,10,341,เชียงใหม่ที่ 1,เชียงใหม่
1364,100,โรงเรียนนวมินทราชูทิศ - กองพันพัฒนาที่3,0+410,2017,458,32,11,3,1406,106,22,18,9,4082,4.14,49,2192,เชียงใหม่ที่ 2,เชียงใหม่
1365,100,สนามกีฬาสมโภชเชียงใหม่700ปี - ศาลจังหวัดเชียงใหม่,0+700,6246,337,8,0,4,3760,60,0,0,0,10415,0.614,18,2768,เชียงใหม่ที่ 2,เชียงใหม่
1366,100,หนองฮ่อ - ศูนย์พัฒนาปิโตรเลียมภาคเหนือ,1+780,6631,562,263,11,5,3093,52,12,1,0,10630,0.762,19,4086,เชียงใหม่ที่ 2,เชียงใหม่
1367,100,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,5+000,6756,637,291,116,80,13499,1057,244,172,94,22946,7.683,89,7063,เชียงใหม่ที่ 2,เชียงใหม่
1368,100,บ้านกล้วย - คลองยาง,2+547,1605,402,0,0,13,79,93,77,0,0,2269,8.065,11,1471,สุโขทัย,สุโขทัย
1370,100,ทางเข้าสวรรคโลก,6+630,3492,556,20,7,16,1772,138,70,53,11,6135,4.808,49,2579,สุโขทัย,สุโขทัย
1371,100,ตีนตก - บ้านมอน,2+000,1784,397,51,0,0,1030,466,430,56,0,4214,22.591,391,1605,น่านที่ 2,น่าน
1372,100,หนองบัว - ไร่สีทอง,1+700,221,134,0,0,0,1094,182,133,0,0,1764,17.857,121,716,พิษณุโลกที่ 1,สุโขทัย
1373,100,คลองยาง - บ้านเหมือง,1+137,731,120,11,0,0,184,39,26,24,14,1149,8.964,8,410,สุโขทัย,สุโขทัย
1374,101,ตะพานหิน - คลองคูณ,3+000,2459,485,9,6,6,597,167,88,63,44,3924,9.531,15,1149,พิจิตร,พิจิตร
1375,100,หนองกระทุ่ม - ดงเย็น,1+000,517,342,2,4,0,1243,77,47,130,134,2496,15.705,3,657,กำแพงเพชร,กำแพงเพชร
1375,200,ดงเย็น - ดงทอง,13+000,292,220,2,0,1,1140,234,201,219,155,2464,32.873,24,948,นครสวรรค์ที่ 1,นครสวรรค์
1377,100,ทางเข้าสองคอน,0+100,634,378,8,7,0,298,24,0,0,5,1354,2.659,153,494,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1378,100,สามัคคีใหม่ - ห้วยปู,3+000,31,28,0,0,0,111,0,0,0,0,170,0,0,121,เชียงรายที่ 1,เชียงราย
1384,100,บ้านใหม่ - น้ำตกขุนกรณ์,4+500,1227,92,4,0,0,587,26,11,0,0,1947,1.9,28,884,เชียงรายที่ 1,เชียงราย
1385,100,แม่ต๋ำน้อย - ชมภู,6+322,1534,454,66,54,53,3303,151,91,75,70,5851,8.443,292,1162,เชียงรายที่ 2,เชียงราย
1386,100,ทางเข้าท่าอากาศยานพิษณุโลก,0+270,910,519,41,10,3,268,34,24,0,0,1809,3.925,135,689,พิษณุโลกที่ 1,พิษณุโลก
1387,100,ห้วยไคร้ - ห้วยน้ำขุ่น,1+000,383,247,25,40,0,787,29,13,0,0,1524,5.381,42,1168,เชียงรายที่ 1,เชียงราย
1389,100,สถานีเพาะเลี้ยงสัตว์ป่าดอยตุง - วัดพระธาตุดอยตุง,1+000,54,52,0,0,0,72,0,0,0,0,178,0,3,83,เชียงรายที่ 1,เชียงราย
1390,100,ทางเข้าพระธาตุดอยตุง,0+600,88,77,0,10,0,67,0,0,0,0,242,4.132,0,121,เชียงรายที่ 1,เชียงราย
1391,100,แม่ทะ - สถานีรถไฟแม่ทะ,0+712,254,9,0,0,0,468,16,1,0,0,748,2.273,8,731,ลำปางที่ 1,ลำปาง
1400,100,แยกทางหลวง - ป่ามะม่วง,0+600,2695,629,20,20,38,2681,148,33,11,32,6307,4.471,14,1710,ตากที่ 1,ตาก
1404,100,หนองช้าง - หนองอ้อ,6+000,590,20,0,0,10,39,37,2,7,0,705,7.943,37,427,สุโขทัย,สุโขทัย
1409,100,ทางเข้าสะพานมิตรภาพแม่สายแห่งที่2(ไทย/พม่า),1+000,919,359,360,355,328,2260,350,307,296,357,5891,33.831,410,788,เชียงรายที่ 2,เชียงราย
1411,100,หนองคอก - ธารทหาร,7+300,737,96,0,0,0,1417,43,70,17,2,2382,5.542,13,1179,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1412,100,คอกควายใหญ่ - พนมรอก,15+568,241,29,0,0,0,1139,52,63,37,53,1614,12.701,21,1048,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1419,100,ทางเข้าเด่นชัย,4+608,1726,865,64,45,0,1813,104,78,72,42,4809,7.091,19,1783,แพร่,แพร่
1421,201,ป่าบง - บ้านเหล่า,24+350,2250,2059,57,62,63,3015,195,168,119,68,8056,8.379,228,2358,เชียงรายที่ 2,เชียงราย
2005,100,หล่มเก่า - วังบาล,4+000,1700,235,33,8,0,672,48,20,1,0,2717,2.834,14,1698,เพชรบูรณ์ที่ 1,เพชรบูรณ์
2007,100,นายม - ถ้ำน้ำบัง,0+700,1423,977,59,25,30,775,287,230,159,119,4084,20.813,27,1801,เพชรบูรณ์ที่ 1,เพชรบูรณ์
2008,100,หล่มสัก - น้ำก้อ,2+000,911,80,0,0,0,1366,87,31,0,0,2475,4.768,25,1318,เพชรบูรณ์ที่ 1,เพชรบูรณ์
2009,100,ห้วยเม็ก - ท่าคันโท,44+000,714,355,32,26,19,1580,33,33,28,34,2854,6.062,25,1464,กาฬสินธุ์,กาฬสินธุ์
2012,100,บ้านสามแยก - วิเชียรบุรี,6+000,3760,2880,503,155,20,6260,384,206,106,60,14334,6.495,51,3441,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
2013,102,น้ำเทิน - บ่อโพธิ์,34+083,2647,386,8,10,8,128,146,73,72,3,3481,8.963,5,1689,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
2013,200,บ่อโพธิ์ - โคกงาม,76+022,2588,2578,33,20,20,1717,124,66,37,30,7213,4.118,16,2730,เลยที่ 2 (ด่านซ้าย),เลย
2013,101,บ้านแยง - น้ำเทิน,3+000,1434,2771,1,11,46,944,192,63,24,21,5507,6.483,0,492,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
2013,200,บ่อโพธิ์ - โคกงาม,73+083,1049,1156,4,4,8,851,280,152,181,103,3788,19.219,9,1334,เลยที่ 2 (ด่านซ้าย),เลย
2013,102,น้ำเทิน - บ่อโพธิ์,25+763,826,919,1,3,0,123,80,52,8,19,2031,7.976,15,652,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
2014,100,โป่งชี - ด่านซ้าย,4+500,963,320,10,2,1,658,65,38,43,72,2172,10.175,5,619,เลยที่ 2 (ด่านซ้าย),เลย
2016,100,วังสะพุง - ตาวตาด,4+700,1548,976,9,14,0,2886,119,25,33,3,5613,3.456,7,1818,เลยที่ 1,เลย
2016,200,ตาวตาด - ตาดกลอย,57+050,579,215,6,0,0,438,120,67,34,22,1481,16.408,13,604,เพชรบูรณ์ที่ 1,เพชรบูรณ์
2016,100,วังสะพุง - ตาวตาด,30+250,394,200,48,1,0,1307,77,40,7,7,2081,6.343,11,820,เลยที่ 1,เลย
2016,100,วังสะพุง - ตาวตาด,35+000,255,108,6,0,0,977,31,6,4,5,1392,3.305,3,469,เลยที่ 1,เลย
2019,100,โป่งวัว - อุทยานแห่งชาติภูกระดึง,2+850,2657,150,64,28,28,250,157,20,9,3,3366,7.279,11,2011,เลยที่ 1,เลย
2020,200,บ้านว่าน - บ้านผือ,19+000,2079,880,118,82,85,430,263,186,232,115,4470,21.544,104,1252,อุดรธานีที่ 1,อุดรธานี
2020,100,ท่าบ่อ - บ้านว่าน,2+250,1076,520,329,279,259,2837,380,301,246,213,6440,26.056,246,2173,หนองคาย,หนองคาย
2021,101,ดงไร่ - หนองหัวคู,1+000,2319,1774,56,69,53,3821,600,343,296,210,9541,16.466,43,2574,อุดรธานีที่ 1,อุดรธานี
2022,100,นิคม - บ้านดุง,3+370,1112,151,36,24,9,1963,115,70,48,44,3572,8.679,15,1279,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2022,100,นิคม - บ้านดุง,36+000,975,338,9,5,22,1859,146,72,76,49,3551,10.42,19,622,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2022,100,นิคม - บ้านดุง,27+000,873,311,1,1,2,1498,179,127,32,25,3049,12.004,4,716,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2023,101,น้ำฆ้อง - ศรีธาตุ,0+500,7159,768,52,23,27,11500,587,507,513,431,21567,9.681,23,6186,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2023,101,น้ำฆ้อง - ศรีธาตุ,15+000,3041,2254,23,24,28,6779,694,694,497,502,14536,16.779,23,1320,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2023,102,ศรีธาตุ - วังสามหมอ,37+214,1241,932,66,30,35,3276,246,172,201,184,6383,13.599,1,1351,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2025,100,ห้วยเกิ้ง - กุมภวาปี,2+500,2493,712,23,11,8,5112,573,377,431,334,10074,17.213,23,3000,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2026,100,หนองหิ้ง - เหล่าหลวง,0+700,842,540,7,5,9,1260,59,125,95,44,2986,11.286,7,883,บึงกาฬ,บึงกาฬ
2028,100,กุสุมาลย์ - โพนจาน,1+000,508,288,9,0,1,983,120,94,240,112,2355,24.076,4,954,สกลนครที่ 1,สกลนคร
2031,100,ธาตุน้อย - นาเหนือ,2+000,1293,1042,5,8,22,2399,179,138,26,36,5148,7.945,129,2323,นครพนม,นครพนม
2032,101,ท่าดอกแก้ว - ปฏิรูป,0+500,684,370,304,277,230,1441,315,283,275,231,4410,36.531,199,841,นครพนม,นครพนม
2033,101,นาแก - นาเหนือ,0+500,2443,339,112,72,74,1119,155,131,71,77,4593,12.628,78,1949,นครพนม,นครพนม
2033,102,นาเหนือ - คำพอก,42+177,1891,643,272,107,49,3192,166,148,106,56,6630,9.532,123,3168,นครพนม,นครพนม
2034,101,มุกดาหาร - นาสีนวน,0+700,5047,4319,119,21,16,3689,173,36,39,13,13472,2.212,54,4939,มุกดาหาร,มุกดาหาร
2034,200,บุ่งเขียว - หนองผือ,75+815,4071,1068,59,31,31,1168,448,302,269,187,7634,16.61,21,2321,อำนาจเจริญ,อุบลราชธานี
2034,102,นาสีนวน - บุ่งเขียว,40+000,604,317,38,31,19,872,245,222,217,128,2693,32.009,37,545,มุกดาหาร,มุกดาหาร
2037,100,ภูเขียว - เกษตรสมบูรณ์,9+000,3028,1398,4,0,0,1554,373,258,233,232,7080,15.48,30,1488,ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
2038,200,ห้วยน้ำเงิน - เมืองใหม่,14+500,3949,588,22,16,12,448,212,159,221,136,5763,13.118,10,1445,หนองบัวลำภู,ขอนแก่น
2039,202,กุดโดน - ไทยเจริญ,70+000,4620,506,81,107,72,2506,501,151,423,89,9056,14.83,52,2491,กาฬสินธุ์,กาฬสินธุ์
2039,201,น้ำอ้อม - กุดโดน,47+675,4347,549,3,3,10,512,442,333,285,178,6662,18.778,64,1675,กาฬสินธุ์,กาฬสินธุ์
2039,100,น้ำพอง - น้ำอ้อม,6+000,3781,2179,147,144,198,1175,868,465,370,256,9583,24.011,67,1629,ขอนแก่นที่ 1,ขอนแก่น
2039,100,น้ำพอง - น้ำอ้อม,39+134,3232,600,114,77,68,730,604,310,318,178,6231,24.956,109,1038,ขอนแก่นที่ 1,ขอนแก่น
2039,202,กุดโดน - ไทยเจริญ,65+279,2268,1349,49,47,34,2737,1314,1275,120,67,9260,30.853,31,2021,กาฬสินธุ์,กาฬสินธุ์
2040,101,มหาสารคาม - วาปีปทุม,3+000,18692,10714,53,50,42,1600,1070,376,148,99,32844,5.435,28,9603,มหาสารคาม,มหาสารคาม
2040,102,วาปีปทุม - พยัคฆภูมิพิสัย,40+312,4196,1190,82,75,62,6151,557,419,212,118,13062,11.047,41,2658,มหาสารคาม,มหาสารคาม
2041,100,สี่แยกสมเด็จ - แยกดงแหลม,10+100,3411,3465,50,39,45,2344,1797,1230,1074,610,14065,34.092,66,3011,กาฬสินธุ์,กาฬสินธุ์
2043,200,ยางเฌอ - มหาชนะชัย,29+500,3699,1484,63,49,39,119,166,112,78,34,5843,8.181,64,1469,ยโสธร,ร้อยเอ็ด
2043,100,ร้อยเอ็ด - ยางเฌอ,10+000,2534,894,6,11,34,3838,320,22,20,9,7688,5.411,1,2114,ร้อยเอ็ด,ร้อยเอ็ด
2043,200,ยางเฌอ - มหาชนะชัย,44+200,2273,1370,51,29,13,839,215,95,82,55,5022,9.737,15,983,ยโสธร,ร้อยเอ็ด
2043,200,ยางเฌอ - มหาชนะชัย,81+165,1897,115,17,12,13,168,96,65,68,47,2498,12.05,16,866,ยโสธร,ยโสธร
2044,101,ร้อยเอ็ด - หนองดง,0+461,4893,5676,110,76,41,614,230,56,40,27,11763,3.996,41,3573,ร้อยเอ็ด,ร้อยเอ็ด
2044,102,หนองดง - โพนทอง,35+000,4019,366,106,220,199,7250,594,285,294,261,13594,13.631,3,891,ร้อยเอ็ด,ร้อยเอ็ด
2045,200,หนองคูโคก - วาปีปทุม,20+500,3418,1761,36,37,35,904,414,151,138,58,6952,11.982,32,1023,มหาสารคาม,มหาสารคาม
2045,100,ร้อยเอ็ด - หนองคูโคก,5+000,2346,1622,53,31,28,2858,112,58,39,44,7191,4.339,16,1766,ร้อยเอ็ด,ร้อยเอ็ด
2046,101,เสลภูมิ - บ้านงิ้ว,9+900,2871,2908,90,64,42,535,65,55,36,30,6696,4.361,43,2034,ร้อยเอ็ด,ร้อยเอ็ด
2046,200,ลำน้ำยัง - กุฉินารายณ์,51+700,2856,1312,61,35,72,4534,457,286,363,306,10282,14.773,13,1576,สกลนครที่ 1,กาฬสินธุ์
2046,102,บ้านงิ้ว - ลำน้ำยัง,43+000,2053,260,3,26,33,2734,307,267,196,140,6019,16.099,11,1631,ร้อยเอ็ด,ร้อยเอ็ด
2047,100,กุดโจด - กุดแห่,0+500,952,425,27,11,6,280,128,148,356,493,2826,40.41,9,448,มุกดาหาร,ยโสธร
2049,100,ม่วงสามสิบ - พนา,1+000,9443,946,60,80,26,1245,71,79,44,37,12031,2.801,49,71,อุบลราชธานีที่ 1,อุบลราชธานี
2049,100,ม่วงสามสิบ - พนา,24+000,7187,1829,46,16,7,4547,76,0,5,27,13740,0.953,22,585,อุบลราชธานีที่ 1,อำนาจเจริญ
2050,100,อุบลราชธานี - ตระการพืชผล,45+900,12591,4549,157,106,74,16450,396,182,174,135,34814,3.065,41,2588,อุบลราชธานีที่ 1,อุบลราชธานี
2050,100,อุบลราชธานี - ตระการพืชผล,8+600,12446,3294,117,124,81,23979,1368,202,121,90,41822,4.749,35,3693,อุบลราชธานีที่ 1,อุบลราชธานี
2050,201,ตระการพืชผล - ห้วยยาง,46+248,7699,2908,56,59,31,691,284,102,48,47,11925,4.788,47,6143,อำนาจเจริญ,อุบลราชธานี
2050,202,ห้วยยาง - เขมราฐ,100+744,3696,2884,48,41,32,2577,1112,567,513,389,11859,22.38,47,2983,อำนาจเจริญ,อุบลราชธานี
2050,202,ห้วยยาง - เขมราฐ,98+323,3122,2704,48,35,19,3156,553,550,683,396,11266,19.847,20,2815,อำนาจเจริญ,อุบลราชธานี
2051,100,ชัยภูมิ - ตาดโตน,5+500,3987,3927,41,36,21,3341,798,333,538,200,13222,14.567,72,551,ชัยภูมิ,ชัยภูมิ
2054,100,ลาดใหญ่ - ช่องสามหมอ,2+000,905,449,114,88,57,3696,476,473,151,76,6485,20.37,46,2036,ชัยภูมิ,ชัยภูมิ
2055,100,หนองสองห้อง - โคกสะอาด,6+000,1610,848,6,5,4,1980,195,135,104,100,4987,10.888,34,1001,ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
2061,200,ห้วยตะกั่ว - พุทไธสง,6+700,2283,263,11,0,0,2731,357,340,128,123,6236,15.202,10,1143,บุรีรัมย์,บุรีรัมย์
2061,100,ทางพาด - ห้วยตะกั่ว,1+000,1111,573,74,65,59,1351,428,403,500,375,4939,37.052,62,722,ขอนแก่นที่ 3 (บ้านไผ่),บุรีรัมย์
2062,200,บ้านทุ่ม - มัญจาคีรี,24+200,3372,3701,132,242,53,757,711,661,620,641,10890,26.887,6,1027,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2063,100,บรบือ - โคกสี,2+000,2525,1383,24,24,7,907,200,49,30,14,5163,6.275,22,1658,มหาสารคาม,มหาสารคาม
2065,100,พล - ลำชี,4+500,1937,2097,11,13,13,2421,173,59,25,25,6774,4.547,67,2189,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2065,100,พล - ลำชี,32+500,635,327,6,2,0,1130,96,21,66,23,2306,9.02,49,575,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2065,200,ลำชี - คอนสวรรค์,42+283,454,52,1,0,0,954,170,183,84,74,1972,25.913,25,711,ชัยภูมิ,ชัยภูมิ
2067,101,ดอนหวาย - โนนสูง,5+500,2243,423,27,18,46,5076,316,186,124,103,8562,9.262,14,2129,นครราชสีมาที่ 1,นครราชสีมา
2067,102,โนนสูง - ขามสะแกแสง,16+442,793,240,9,9,18,1173,115,55,62,15,2489,11.008,33,697,นครราชสีมาที่ 1,นครราชสีมา
2068,100,โคกกรวด - หนองสรวง,1+100,5128,2301,285,104,131,2257,250,254,326,198,11234,11.243,37,2401,นครราชสีมาที่ 2,นครราชสีมา
2068,200,หนองสรวง - โนนไทย,24+166,787,495,18,9,10,306,233,209,173,210,2450,34.449,28,585,นครราชสีมาที่ 1,นครราชสีมา
2069,100,บำเหน็จณรงค์ - ซับใหญ่,3+000,1437,695,33,20,30,1217,321,493,273,120,4639,27.096,7,943,ชัยภูมิ,ชัยภูมิ
2072,100,หนองปล้อง - พระบึง,1+000,5887,2165,29,24,10,1636,1609,29,16,5,11410,14.838,196,2956,นครราชสีมาที่ 3,นครราชสีมา
2073,101,นางรอง - บัวตารุ่ง,7+475,2889,118,92,81,21,556,180,90,92,41,4160,12.139,11,1545,บุรีรัมย์,บุรีรัมย์
2073,103,ลำปลายมาศ - หนองโดนน้อย,46+527,1804,581,29,24,22,2604,188,324,381,288,6245,19.648,7,1777,บุรีรัมย์,บุรีรัมย์
2073,102,บัวตารุ่ง - ลำปลายมาศ,40+000,1210,511,51,66,113,2526,384,419,350,318,5948,27.74,6,1680,บุรีรัมย์,บุรีรัมย์
2073,200,หนองโดนน้อย - ชุมพวง,63+920,572,447,0,0,0,658,225,157,160,152,2371,29.27,6,575,นครราชสีมาที่ 1,นครราชสีมา
2074,101,บุรีรัมย์ - คูเมือง,13+057,3035,2326,175,137,89,8104,223,158,102,74,14423,5.429,19,4628,บุรีรัมย์,บุรีรัมย์
2074,103,ลำน้ำมูล - พุทไธสง,53+500,2781,413,12,0,34,4055,443,392,166,120,8416,13.724,5,1108,บุรีรัมย์,บุรีรัมย์
2074,102,คูเมือง - ลำน้ำมูล,43+580,1735,160,25,2,3,2494,186,117,161,118,5001,11.738,0,1152,บุรีรัมย์,บุรีรัมย์
2076,100,ท่าตูม - หนองฮู,19+297,1469,671,42,21,10,1604,429,256,268,192,4962,23.7,12,1196,สุรินทร์,สุรินทร์
2076,100,ท่าตูม - หนองฮู,11+506,1415,547,41,18,13,1923,345,217,252,187,4958,20.815,10,1171,สุรินทร์,สุรินทร์
2076,200,หนองฮู - ส้มป่อยน้อย,57+485,868,274,40,14,4,2152,383,110,33,31,3909,14.71,4,782,ศรีสะเกษที่ 1,ศรีสะเกษ
2076,100,ท่าตูม - หนองฮู,34+332,609,82,17,7,5,1286,144,24,28,22,2224,10.342,10,355,สุรินทร์,สุรินทร์
2077,101,สุรินทร์ - ลำดวน,5+176,5006,349,66,19,7,4773,536,271,262,145,11434,10.845,40,3452,สุรินทร์,สุรินทร์
